"hgnc_symbol"	"hgnc_id"	"description"
"XIAP"	"HGNC:592"	"X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]"
"XIST"	"HGNC:12810"	"X inactive specific transcript [Source:HGNC Symbol;Acc:HGNC:12810]"
"YAP1"	"HGNC:16262"	"Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262]"
"YTHDC1"	"HGNC:30626"	"YTH N6-methyladenosine RNA binding protein C1 [Source:HGNC Symbol;Acc:HGNC:30626]"
"YWHAE"	"HGNC:12851"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [Source:HGNC Symbol;Acc:HGNC:12851]"
"ZBTB18"	"HGNC:13030"	"zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:13030]"
"ZC4H2"	"HGNC:24931"	"zinc finger C4H2-type containing [Source:HGNC Symbol;Acc:HGNC:24931]"
"ZDHHC15"	"HGNC:20342"	"zinc finger DHHC-type palmitoyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:20342]"
"ZDHHC9"	"HGNC:18475"	"zinc finger DHHC-type palmitoyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:18475]"
"ZEB2"	"HGNC:14881"	"zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]"
"ZFPM2"	"HGNC:16700"	"zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]"
"ZIC1"	"HGNC:12872"	"Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]"
"ZIC2"	"HGNC:12873"	"Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"ZIC3"	"HGNC:12874"	"Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874]"
"ZIC4"	"HGNC:20393"	"Zic family member 4 [Source:HGNC Symbol;Acc:HGNC:20393]"
"ZIM2"	"HGNC:12875"	"zinc finger imprinted 2 [Source:HGNC Symbol;Acc:HGNC:12875]"
"ZMYM3"	"HGNC:13054"	"zinc finger MYM-type containing 3 [Source:HGNC Symbol;Acc:HGNC:13054]"
"ZMYND11"	"HGNC:16966"	"zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]"
"ZNF264"	"HGNC:13057"	"zinc finger protein 264 [Source:HGNC Symbol;Acc:HGNC:13057]"
"ZNF407"	"HGNC:19904"	"zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904]"
"ZNF41"	"HGNC:13107"	"zinc finger protein 41 [Source:HGNC Symbol;Acc:HGNC:13107]"
"ZNF462"	"HGNC:21684"	"zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]"
"ZNF592"	"HGNC:28986"	"zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]"
"ZNF674"	"HGNC:17625"	"zinc finger protein 674 [Source:HGNC Symbol;Acc:HGNC:17625]"
"ZNF81"	"HGNC:13156"	"zinc finger protein 81 [Source:HGNC Symbol;Acc:HGNC:13156]"
"ZWILCH"	"HGNC:25468"	"zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]"
