gene	enhancer_Gnocchi	Approved_Symbol	HGNC_ID
SERP1	2.738055774	SERP1	HGNC:10759
SIAH2	4.511539513	SIAH2	HGNC:10858
CLRN1	1.993647303	CLRN1	HGNC:12605
MED12L	2.572955248	MED12L	HGNC:16050
GPR171	1.975497941	GPR171	HGNC:30057
GPR87	1.666353475	GPR87	HGNC:4538
P2RY14	2.014247	P2RY14	HGNC:16442
IGSF10	2.261587838	IGSF10	HGNC:26384
P2RY12	2.014247	P2RY12	HGNC:18124
P2RY13	1.839635819	P2RY13	HGNC:4537
AADAC	2.218484662	AADAC	HGNC:17
SUCNR1	1.7093836219999998	SUCNR1	HGNC:4542
MBNL1	1.6587458659999998	MBNL1	HGNC:6923
P2RY1	3.386562034	P2RY1	HGNC:8539
RAP2B	3.662917435	RAP2B	HGNC:9862
ARHGEF26	1.944443251	ARHGEF26	HGNC:24490
DHX36	1.833695589	DHX36	HGNC:14410
GPR149	1.596293138	GPR149	HGNC:23627
MME	3.053376586	MME	HGNC:7154
PLCH1	2.501676465	PLCH1	HGNC:29185
C3orf33	2.44422578	C3orf33	HGNC:26434
GMPS	2.771479873	GMPS	HGNC:4378
KCNAB1	3.337073263	KCNAB1	HGNC:6228
SSR3	3.461793596	SSR3	HGNC:11325
TIPARP	2.845215408	TIPARP	HGNC:23696
LEKR1	2.14353022	LEKR1	HGNC:33765
CCNL1	2.968097919	CCNL1	HGNC:20569
PTX3	3.763779338	PTX3	HGNC:9692
VEPH1	3.35012818	VEPH1	HGNC:25735
SHOX2	2.678168444	SHOX2	HGNC:10854
MLF1	2.708413437	MLF1	HGNC:7125
LXN	3.308865609	LXN	HGNC:13347
GFM1	4.433800628999999	GFM1	HGNC:13780
MFSD1	3.218688519	MFSD1	HGNC:25874
RARRES1	4.433800628999999	RARRES1	HGNC:9867
IQCJ	1.946033633	IQCJ	HGNC:32406
IQCJ-SCHIP1	0.6049485719	IQCJ-SCHIP1	HGNC:38842
SCHIP1	4.089460293	SCHIP1	HGNC:15678
IL12A	2.597509364	IL12A	HGNC:5969
C3orf80	2.681729926	C3orf80	HGNC:40048
IFT80	1.329499433	IFT80	HGNC:29262
SMC4	1.820522313	SMC4	HGNC:14013
TRIM59	3.469666008	TRIM59	HGNC:30834
KPNA4	2.817667884	KPNA4	HGNC:6397
ARL14	2.344011681	ARL14	HGNC:22974
PPM1L	3.553103778	PPM1L	HGNC:16381
B3GALNT1	2.02061942	B3GALNT1	HGNC:918
SPTSSB	1.798317288	SPTSSB	HGNC:24045
SI	-0.656942102	SI	HGNC:10856
SLITRK3	0.8527940114	SLITRK3	HGNC:23501
BCHE	0.2118161153	BCHE	HGNC:983
ZBBX	2.54840692	ZBBX	HGNC:26245
SERPINI2	2.481451989	SERPINI2	HGNC:8945
WDR49	1.244862878	WDR49	HGNC:26587
PDCD10	2.119445521	PDCD10	HGNC:8761
SERPINI1	2.111643871	SERPINI1	HGNC:8943
GOLIM4	2.122737815	GOLIM4	HGNC:15448
MECOM	3.654580306	MECOM	HGNC:3498
ACTRT3	2.867338747	ACTRT3	HGNC:24022
LRRC34	2.709510735	LRRC34	HGNC:28408
MYNN	4.340295304	MYNN	HGNC:14955
LRRIQ4	3.382880263	LRRIQ4	HGNC:34298
LRRC31	3.736596823	LRRC31	HGNC:26261
GPR160	5.2701088160000005	GPR160	HGNC:23693
SEC62	3.719426767	SEC62	HGNC:11846
SAMD7	3.322313238	SAMD7	HGNC:25394
PHC3	3.940595048	PHC3	HGNC:15682
PRKCI	1.81146625	PRKCI	HGNC:9404
SKIL	4.347685661	SKIL	HGNC:10897
CLDN11	3.466498555	CLDN11	HGNC:8514
SLC7A14	3.466498555	SLC7A14	HGNC:29326
SLC2A2	2.477499701	SLC2A2	HGNC:11006
EIF5A2	2.345614752	EIF5A2	HGNC:3301
TNIK	2.806892841	TNIK	HGNC:30765
PLD1	2.726048306	PLD1	HGNC:9067
TMEM212	1.356458248	TMEM212	HGNC:34295
FNDC3B	3.426732297	FNDC3B	HGNC:24670
GHSR	3.701421207	GHSR	HGNC:4267
TNFSF10	1.985645809	TNFSF10	HGNC:11925
NCEH1	2.016714609	NCEH1	HGNC:29260
ECT2	2.722314042	ECT2	HGNC:3155
SPATA16	2.961971763	SPATA16	HGNC:29935
NLGN1	3.148311072	NLGN1	HGNC:14291
NAALADL2	1.840541507	NAALADL2	HGNC:23219
TBL1XR1	2.083638503	TBL1XR1	HGNC:29529
KCNMB2	1.976451006	KCNMB2	HGNC:6286
ZMAT3	2.750627749	ZMAT3	HGNC:29983
PIK3CA	3.0912822760000003	PIK3CA	HGNC:8975
KCNMB3	1.981722607	KCNMB3	HGNC:6287
MFN1	0.2274390611	MFN1	HGNC:18262
ZNF639	0.487660336	ZNF639	HGNC:30950
GNB4	2.68840671	GNB4	HGNC:20731
ACTL6A	1.519344871	ACTL6A	HGNC:24124
NDUFB5	4.203552173	NDUFB5	HGNC:7700
USP13	4.203552173	USP13	HGNC:12611
PEX5L	3.86663697	PEX5L	HGNC:30024
TTC14	1.893839849	TTC14	HGNC:24697
FXR1	2.0765072	FXR1	HGNC:4023
CCDC39	1.397233458	CCDC39	HGNC:25244
DNAJC19	1.807147791	DNAJC19	HGNC:30528
SOX2	4.285406486	SOX2	HGNC:11195
ATP11B	3.135983682	ATP11B	HGNC:13553
DCUN1D1	3.135983682	DCUN1D1	HGNC:18184
MCCC1	3.135983682	MCCC1	HGNC:6936
LAMP3	2.530844671	LAMP3	HGNC:14582
B3GNT5	3.845567985	B3GNT5	HGNC:15684
MCF2L2	5.503925104	MCF2L2	HGNC:30319
KLHL6	3.16886177	KLHL6	HGNC:18653
KLHL24	2.465561356	KLHL24	HGNC:25947
MAP6D1	2.465537634	MAP6D1	HGNC:25753
YEATS2	0.591613182	YEATS2	HGNC:25489
PARL	2.250706608	PARL	HGNC:18253
ABCC5	3.605179489	ABCC5	HGNC:56
HTR3D	1.5375505040000002	HTR3D	HGNC:24004
HTR3C	4.484271626	HTR3C	HGNC:24003
AP2M1	3.64971904	AP2M1	HGNC:564
EIF2B5	3.064816633	EIF2B5	HGNC:3261
DVL3	3.407627553	DVL3	HGNC:3087
ABCF3	2.274136341	ABCF3	HGNC:72
VWA5B2	3.970973701	VWA5B2	HGNC:25144
ALG3	2.138056352	ALG3	HGNC:23056
CAMK2N2	3.970973701	CAMK2N2	HGNC:24197
ECE2	3.970973701	ECE2	HGNC:13275
PSMD2	2.266692665	PSMD2	HGNC:9559
THPO	3.958216503	THPO	HGNC:11795
CLCN2	2.952059885	CLCN2	HGNC:2020
FAM131A	3.958216503	FAM131A	HGNC:28308
POLR2H	2.466682529	POLR2H	HGNC:9195
CHRD	0.7374008606999999	CHRD	HGNC:1949
EPHB3	5.406885405	EPHB3	HGNC:3394
MAGEF1	3.727209372	MAGEF1	HGNC:29639
VPS8	2.991206204	VPS8	HGNC:29122
C3orf70	3.100588842	C3orf70	HGNC:33731
EHHADH	5.292047855	EHHADH	HGNC:3247
MAP3K13	3.0322316760000003	MAP3K13	HGNC:6852
TMEM41A	4.066046722	TMEM41A	HGNC:30544
LIPH	2.766350923	LIPH	HGNC:18483
SENP2	0.5520963646	SENP2	HGNC:23116
IGF2BP2	2.404202112	IGF2BP2	HGNC:28867
TRA2B	2.304735082	TRA2B	HGNC:10781
ETV5	3.847113785	ETV5	HGNC:3494
DGKG	2.9398870130000003	DGKG	HGNC:2853
TBCCD1	2.914632817	TBCCD1	HGNC:25546
DNAJB11	2.930074834	DNAJB11	HGNC:14889
CRYGS	3.1894434080000003	CRYGS	HGNC:2417
FETUB	2.516417652	FETUB	HGNC:3658
AHSG	2.331457264	AHSG	HGNC:349
HRG	3.227887374	HRG	HGNC:5181
KNG1	3.227887374	KNG1	HGNC:6383
RFC4	2.904070105	RFC4	HGNC:9972
EIF4A2	2.63762866	EIF4A2	HGNC:3284
ST6GAL1	3.868861996	ST6GAL1	HGNC:10860
RTP1	3.404335829	RTP1	HGNC:28580
MASP1	2.510315337	MASP1	HGNC:6901
RTP4	2.8319342780000003	RTP4	HGNC:23992
SST	0.9978806825	SST	HGNC:11329
BCL6	4.16228549	BCL6	HGNC:1001
RTP2	4.16228549	RTP2	HGNC:32486
LPP	3.653084933	LPP	HGNC:6679
TPRG1	1.896571071	TPRG1	HGNC:24759
TP63	2.7398319210000004	TP63	HGNC:15979
CLDN1	2.708682777	CLDN1	HGNC:2032
CLDN16	1.997032445	CLDN16	HGNC:2037
TMEM207	2.307963676	TMEM207	HGNC:33705
IL1RAP	3.601863322	IL1RAP	HGNC:5995
GMNC	3.492753704	GMNC	HGNC:40049
OSTN	2.19970301	OSTN	HGNC:29961
UTS2B	1.755649543	UTS2B	HGNC:30894
CCDC50	3.202520472	CCDC50	HGNC:18111
FGF12	3.710931088	FGF12	HGNC:3668
MB21D2	3.341155019	MB21D2	HGNC:30438
ATP13A5	0.4506014638	ATP13A5	HGNC:31789
ATP13A4	2.661278642	ATP13A4	HGNC:25422
OPA1	2.087368296	OPA1	HGNC:8140
HES1	5.934792122	HES1	HGNC:5192
CPN2	5.590314582	CPN2	HGNC:2313
LRRC15	3.874911141	LRRC15	HGNC:20818
TMEM44	3.721174944	TMEM44	HGNC:25120
GP5	5.271151216	GP5	HGNC:4443
ATP13A3	3.536202342	ATP13A3	HGNC:24113
LSG1	4.155124634	LSG1	HGNC:25652
FAM43A	3.494447325	FAM43A	HGNC:26888
XXYLT1	5.820882577000001	XXYLT1	HGNC:26639
ACAP2	2.861605852	ACAP2	HGNC:16469
PPP1R2	2.491924115	PPP1R2	HGNC:9288
APOD	3.090303297	APOD	HGNC:612
MUC4	3.127208265	MUC4	HGNC:7514
TFRC	3.763988033	TFRC	HGNC:11763
TNK2	3.895569869	TNK2	HGNC:19297
SLC51A	4.305347738	SLC51A	HGNC:29955
TM4SF19	4.449678834	TM4SF19	HGNC:25167
ZDHHC19	3.878391523	ZDHHC19	HGNC:20713
PCYT1A	4.449678834	PCYT1A	HGNC:8754
TCTEX1D2	1.884237176	DYNLT2B	HGNC:28482
SMCO1	2.807665907	SMCO1	HGNC:27407
UBXN7	2.7886197060000004	UBXN7	HGNC:29119
RNF168	2.807665907	RNF168	HGNC:26661
WDR53	2.807665907	WDR53	HGNC:28786
FBXO45	9.839336163	FBXO45	HGNC:29148
NRROS	4.302409693	NRROS	HGNC:24613
CEP19	4.638900051	CEP19	HGNC:28209
PIGX	4.638900051	PIGX	HGNC:26046
PAK2	2.988617955	PAK2	HGNC:8591
PIGZ	4.26418113	PIGZ	HGNC:30596
SENP5	3.656470284	SENP5	HGNC:28407
NCBP2	3.143933358	NCBP2	HGNC:7659
DLG1	3.734653555	DLG1	HGNC:2900
BDH1	4.475131351	BDH1	HGNC:1027
FYTTD1	3.916170509	FYTTD1	HGNC:25407
LRCH3	2.894571071	LRCH3	HGNC:28637
LMLN	4.823154244	LMLN	HGNC:15991
IQCG	0.671309374	IQCG	HGNC:25251
ZNF732	2.619706291	ZNF732	HGNC:37138
ZNF141	-0.3405034089	ZNF141	HGNC:12926
ZNF721	3.811168765	ZNF721	HGNC:29425
PIGG	1.000336727	PIGG	HGNC:25985
PDE6B	4.518522367	PDE6B	HGNC:8786
MYL5	0.8930976120999999	MYL5	HGNC:7586
CPLX1	2.371722595	CPLX1	HGNC:2309
GAK	2.570624964	GAK	HGNC:4113
SLC26A1	3.783596968	SLC26A1	HGNC:10993
TMEM175	4.680174522	TMEM175	HGNC:28709
DGKQ	3.783596968	DGKQ	HGNC:2856
IDUA	4.111543735	IDUA	HGNC:5391
FGFRL1	4.680174522	FGFRL1	HGNC:3693
RNF212	4.111543735	RNF212	HGNC:27729
SPON2	5.39516585	SPON2	HGNC:11253
CTBP1	4.16410052	CTBP1	HGNC:2494
UVSSA	3.444219775	UVSSA	HGNC:29304
MAEA	3.821827903	MAEA	HGNC:13731
NKX1-1	1.725184975	NKX1-1	HGNC:24975
FAM53A	3.149816129	FAM53A	HGNC:31860
SLBP	1.644605443	SLBP	HGNC:10904
TACC3	0.9087932845	TACC3	HGNC:11524
FGFR3	3.3294219110000003	FGFR3	HGNC:3690
LETM1	2.82424526	LETM1	HGNC:6556
NELFA	4.634873006	NELFA	HGNC:12768
C4orf48	4.12700097	NICOL1	HGNC:34437
NAT8L	3.474233422	NAT8L	HGNC:26742
MXD4	2.607612014	MXD4	HGNC:13906
POLN	3.4996621789999995	POLN	HGNC:18870
HAUS3	2.924884231	HAUS3	HGNC:28719
ZFYVE28	4.8331508880000005	ZFYVE28	HGNC:29334
RNF4	3.900479452	RNF4	HGNC:10067
FAM193A	1.809417354	FAM193A	HGNC:16822
TNIP2	2.266117738	TNIP2	HGNC:19118
SH3BP2	4.182546436	SH3BP2	HGNC:10825
ADD1	1.181288591	ADD1	HGNC:243
GRK4	2.88770537	GRK4	HGNC:4543
NOP14	1.953618288	NOP14	HGNC:16821
HTT	4.044337359	HTT	HGNC:4851
HGFAC	4.032208046	HGFAC	HGNC:4894
MSANTD1	4.0076362130000005	MSANTD1	HGNC:33741
RGS12	4.032208046	RGS12	HGNC:9994
DOK7	3.82772328	DOK7	HGNC:26594
LRPAP1	3.82772328	LRPAP1	HGNC:6701
ADRA2C	2.607646695	ADRA2C	HGNC:283
OTOP1	0.09930829202	OTOP1	HGNC:19656
NSG1	3.737113139	NSG1	HGNC:18790
ZBTB49	2.248457122	ZBTB49	HGNC:19883
LYAR	0.1322274251	LYAR	HGNC:26021
STX18	1.879883331	STX18	HGNC:15942
MSX1	3.292784676	MSX1	HGNC:7391
CYTL1	2.384135643	CYTL1	HGNC:24435
STK32B	1.878745375	STK32B	HGNC:14217
EVC	6.500094164	EVC	HGNC:3497
CRMP1	5.64543454	CRMP1	HGNC:2365
EVC2	6.500094164	EVC2	HGNC:19747
C4orf50	6.033239465	C4orf50	HGNC:33766
JAKMIP1	6.399349139	JAKMIP1	HGNC:26460
WFS1	4.954356365	WFS1	HGNC:12762
PPP2R2C	5.8467066270000005	PPP2R2C	HGNC:9306
MAN2B2	2.252983461	MAN2B2	HGNC:29623
S100P	2.512309891	S100P	HGNC:10504
MRFAP1	2.922364418	MRFAP1	HGNC:24549
MRFAP1L1	0.4077027352	MRFAP1L1	HGNC:28796
BLOC1S4	3.145123986	BLOC1S4	HGNC:24206
KIAA0232	1.7905670930000002	KIAA0232	HGNC:28992
TBC1D14	2.509040805	TBC1D14	HGNC:29246
CCDC96	1.4978789680000002	CFAP184	HGNC:26900
GRPEL1	2.236970593	GRPEL1	HGNC:19696
TADA2B	1.4978789680000002	TADA2B	HGNC:30781
SORCS2	4.463350452	SORCS2	HGNC:16698
AFAP1	5.633881516000001	AFAP1	HGNC:24017
ABLIM2	5.5738482970000005	ABLIM2	HGNC:19195
SH3TC1	4.088404038999999	SH3TC1	HGNC:26009
HTRA3	7.38492052	HTRA3	HGNC:30406
TRMT44	6.221310471000001	TRMT44	HGNC:26653
GPR78	3.937009555	GPR78	HGNC:4528
ACOX3	6.221310471000001	ACOX3	HGNC:121
CPZ	5.289641692	CPZ	HGNC:2333
HMX1	6.6338556760000005	HMX1	HGNC:5017
DRD5	0.02787294543	DRD5	HGNC:3026
SLC2A9	2.343335338	SLC2A9	HGNC:13446
WDR1	0.7681083271	WDR1	HGNC:12754
ZNF518B	0.7379609528	ZNF518B	HGNC:29365
CLNK	1.7861148480000002	CLNK	HGNC:17438
HS3ST1	2.550238603	HS3ST1	HGNC:5194
RAB28	2.397468031	RAB28	HGNC:9768
NKX3-2	2.16107437	NKX3-2	HGNC:951
BOD1L1	1.133531565	BOD1L1	HGNC:31792
CPEB2	2.876605553	CPEB2	HGNC:21745
C1QTNF7	3.613333072	C1QTNF7	HGNC:14342
CC2D2A	3.316916493	CC2D2A	HGNC:29253
FBXL5	2.1084510130000003	FBXL5	HGNC:13602
FGFBP1	1.944513108	FGFBP1	HGNC:19695
BST1	2.153908435	BST1	HGNC:1118
FAM200B	0.7837748309999999	FAM200B	HGNC:27740
CD38	2.635204007	CD38	HGNC:1667
FGFBP2	2.420848827	FGFBP2	HGNC:29451
PROM1	2.937409607	PROM1	HGNC:9454
TAPT1	2.173324397	TAPT1	HGNC:26887
LDB2	2.0721091190000003	LDB2	HGNC:6533
QDPR	2.152624082	QDPR	HGNC:9752
CLRN2	3.700389561	CLRN2	HGNC:33939
LAP3	0.9501677452	LAP3	HGNC:18449
DCAF16	2.100523001	DCAF16	HGNC:25987
FAM184B	2.502763646	FAM184B	HGNC:29235
NCAPG	2.100523001	NCAPG	HGNC:24304
LCORL	0.9885887817	LCORL	HGNC:30776
SLIT2	1.387510569	SLIT2	HGNC:11086
PACRGL	-2.051993719	PACRGL	HGNC:28442
KCNIP4	-0.3711427421	KCNIP4	HGNC:30083
PPARGC1A	3.092207637	PPARGC1A	HGNC:9237
DHX15	1.986180441	DHX15	HGNC:2738
SOD3	3.961258201	SOD3	HGNC:11181
CCDC149	3.5662303860000004	CCDC149	HGNC:25405
LGI2	3.484088287	LGI2	HGNC:18710
SEPSECS	3.164662463	SEPSECS	HGNC:30605
PI4K2B	3.307363689	PI4K2B	HGNC:18215
ZCCHC4	4.120601821	ZCCHC4	HGNC:22917
ANAPC4	2.959722869	ANAPC4	HGNC:19990
SLC34A2	2.668925788	SLC34A2	HGNC:11020
SMIM20	3.789460765	SMIM20	HGNC:37260
SEL1L3	2.630087962	SEL1L3	HGNC:29108
RBPJ	3.3376742160000004	RBPJ	HGNC:5724
CCKAR	2.182612342	CCKAR	HGNC:1570
TBC1D19	3.260774472	TBC1D19	HGNC:25624
STIM2	2.446276515	STIM2	HGNC:19205
PCDH7	1.0377991	PCDH7	HGNC:8659
ARAP2	1.835403378	ARAP2	HGNC:16924
DTHD1	2.12958039	DTHD1	HGNC:37261
C4orf19	4.654978976000001	C4orf19	HGNC:25618
RELL1	2.409436856	RELL1	HGNC:27379
PGM2	2.240893605	PGM2	HGNC:8906
TBC1D1	5.703593337999999	TBC1D1	HGNC:11578
KLF3	4.41984061	KLF3	HGNC:16516
TLR6	2.351084447	TLR6	HGNC:16711
TLR10	3.74213578	TLR10	HGNC:15634
TLR1	2.347616723	TLR1	HGNC:11847
TMEM156	3.74213578	TMEM156	HGNC:26260
FAM114A1	2.654556772	FAM114A1	HGNC:25087
KLHL5	2.916480892	KLHL5	HGNC:6356
WDR19	2.300442113	WDR19	HGNC:18340
KLB	2.8504320080000003	KLB	HGNC:15527
RFC1	2.425686675	RFC1	HGNC:9969
UGDH	2.8504320080000003	UGDH	HGNC:12525
LIAS	2.8504320080000003	LIAS	HGNC:16429
SMIM14	2.419850099	SMIM14	HGNC:27321
UBE2K	0.7284465181	UBE2K	HGNC:4914
PDS5A	2.886975666	PDS5A	HGNC:29088
N4BP2	2.635485246	N4BP2	HGNC:29851
RHOH	4.319553925	RHOH	HGNC:686
CHRNA9	3.911242368	CHRNA9	HGNC:14079
RBM47	4.048716325	RBM47	HGNC:30358
NSUN7	3.198092285	NSUN7	HGNC:25857
APBB2	4.7935875910000005	APBB2	HGNC:582
UCHL1	1.901218665	UCHL1	HGNC:12513
LIMCH1	3.07965767	LIMCH1	HGNC:29191
PHOX2B	2.414053481	PHOX2B	HGNC:9143
TMEM33	1.416379272	TMEM33	HGNC:25541
DCAF4L1	-0.3650655415	DCAF4L1	HGNC:27723
SLC30A9	-0.0037384600429999	SLC30A9	HGNC:1329
BEND4	2.01781247	BEND4	HGNC:23815
SHISA3	1.007093041	SHISA3	HGNC:25159
ATP8A1	2.581080394	ATP8A1	HGNC:13531
KCTD8	3.4785148460000004	KCTD8	HGNC:22394
YIPF7	0.5528171328	YIPF7	HGNC:26825
GNPDA2	1.000521275	GNPDA2	HGNC:21526
GUF1	1.157578374	GUF1	HGNC:25799
GABRA2	0.4219863802	GABRA2	HGNC:4076
GABRB1	0.5568131488	GABRB1	HGNC:4081
GABRA4	0.466845407	GABRA4	HGNC:4078
COMMD8	3.734157824	COMMD8	HGNC:26036
ATP10D	2.4468320080000003	ATP10D	HGNC:13549
CORIN	3.760752267	CORIN	HGNC:19012
CNGA1	2.326733356	CNGA1	HGNC:2148
NFXL1	0.7800408848	NFXL1	HGNC:18726
NIPAL1	2.326733356	NIPAL1	HGNC:27194
TXK	2.80331091	TXK	HGNC:12434
TEC	3.114381189	TEC	HGNC:11719
SLAIN2	1.237995015	SLAIN2	HGNC:29282
SLC10A4	1.927204116	SLC10A4	HGNC:22980
ZAR1	2.585092464	ZAR1	HGNC:20436
FRYL	2.279060693	FRYL	HGNC:29127
OCIAD2	3.33312522	OCIAD2	HGNC:28685
OCIAD1	1.659472412	OCIAD1	HGNC:16074
CWH43	3.277403885	CWH43	HGNC:26133
DCUN1D4	0.7074604568999999	DCUN1D4	HGNC:28998
LRRC66	-0.09837753477	LRRC66	HGNC:34299
SGCB	0.7154674237	SGCB	HGNC:10806
SPATA18	1.4483634	SPATA18	HGNC:29579
USP46	2.468180442	USP46	HGNC:20075
RASL11B	2.41955644	RASL11B	HGNC:23804
FIP1L1	1.549037675	FIP1L1	HGNC:19124
SCFD2	3.676105206	SCFD2	HGNC:30676
LNX1	1.37940269	LNX1	HGNC:6657
CHIC2	2.131105915	CHIC2	HGNC:1935
GSX2	0.4640733924	GSX2	HGNC:24959
PDGFRA	2.12365559	PDGFRA	HGNC:8803
KIT	2.005430505	KIT	HGNC:6342
KDR	3.286219144	KDR	HGNC:6307
SRD5A3	2.338674192	SRD5A3	HGNC:25812
TMEM165	1.722828283	TMEM165	HGNC:30760
NMU	3.433007668	NMU	HGNC:7859
PDCL2	3.433007668	PDCL2	HGNC:29524
CLOCK	1.279018105	CLOCK	HGNC:2082
EXOC1	2.653373287	EXOC1	HGNC:30380
CEP135	3.5554885960000004	CEP135	HGNC:29086
KIAA1211	2.975291703	CRACD	HGNC:29219
AASDH	2.634844128	AASDH	HGNC:23993
PAICS	2.634844128	PAICS	HGNC:8587
SRP72	2.163348488	SRP72	HGNC:11303
PPAT	2.634844128	PPAT	HGNC:9238
ARL9	2.333457352	ARL9	HGNC:23592
HOPX	3.322581954	HOPX	HGNC:24961
SPINK2	3.329044312	SPINK2	HGNC:11245
NOA1	2.125658484	NOA1	HGNC:28473
REST	3.329044312	REST	HGNC:9966
IGFBP7	2.8753866230000003	IGFBP7	HGNC:5476
TECRL	1.031442396	TECRL	HGNC:27365
EPHA5	0.7691055379	EPHA5	HGNC:3389
CENPC	2.124496131	CENPC	HGNC:1854
STAP1	1.287462215	STAP1	HGNC:24133
UBA6	2.535982818	UBA6	HGNC:25581
GNRHR	1.445084017	GNRHR	HGNC:4421
TMPRSS11D	1.3875695380000002	TMPRSS11D	HGNC:24059
TMPRSS11A	1.3875695380000002	TMPRSS11A	HGNC:27954
TMPRSS11F	1.183329902	TMPRSS11F	HGNC:29994
TMPRSS11B	1.371956895	TMPRSS11B	HGNC:25398
YTHDC1	0.3025264603	YTHDC1	HGNC:30626
UGT2B17	1.701410144	UGT2B17	HGNC:12547
TMPRSS11E	1.856569702	TMPRSS11E	HGNC:24465
UGT2B15	-0.7223238763	UGT2B15	HGNC:12546
UGT2B10	0.6043334869	UGT2B10	HGNC:12544
UGT2A3	0.3097263294	UGT2A3	HGNC:28528
UGT2B7	-1.009163017	UGT2B7	HGNC:12554
UGT2B11	-0.7620723112000001	UGT2B11	HGNC:12545
UGT2B28	-1.021844842	UGT2B28	HGNC:13479
UGT2B4	-0.5520029425	UGT2B4	HGNC:12553
UGT2A1	0.244358413	UGT2A1	HGNC:12542
SULT1E1	0.1501161234	SULT1E1	HGNC:11377
SULT1B1	0.1858026719	SULT1B1	HGNC:17845
CSN1S1	-3.008401607	CSN1S1	HGNC:2445
ODAM	0.3971504244	ODAM	HGNC:26043
CABS1	-0.004965046602	CABS1	HGNC:30710
ENAM	1.7715397869999998	ENAM	HGNC:3344
AMBN	0.2521248542	AMBN	HGNC:452
UTP3	1.2866080290000002	UTP3	HGNC:24477
RUFY3	1.649510275	RUFY3	HGNC:30285
GRSF1	2.075931811	GRSF1	HGNC:4610
MOB1B	2.588277812	MOB1B	HGNC:29801
DCK	2.588277812	DCK	HGNC:2704
SLC4A4	2.33789805	SLC4A4	HGNC:11030
GC	1.307340194	GC	HGNC:4187
NPFFR2	1.350183647	NPFFR2	HGNC:4525
ADAMTS3	0.9171572019	ADAMTS3	HGNC:219
COX18	0.7380378162000001	COX18	HGNC:26801
ANKRD17	0.08529679869	ANKRD17	HGNC:23575
ALB	1.4431447569999998	ALB	HGNC:399
AFM	1.85303644	AFM	HGNC:316
AFP	1.85303644	AFP	HGNC:317
RASSF6	0.9034286258	RASSF6	HGNC:20796
CXCL6	-1.3424718880000002	CXCL6	HGNC:10643
PF4V1	-1.167522309	PF4V1	HGNC:8862
CXCL1	0.2424517041	CXCL1	HGNC:4602
CXCL5	1.021156465	CXCL5	HGNC:10642
PF4	0.0556667797099999	PF4	HGNC:8861
CXCL3	0.3652420449	CXCL3	HGNC:4604
MTHFD2L	-0.09338689848	MTHFD2L	HGNC:31865
CXCL2	0.2102770836	CXCL2	HGNC:4603
EPGN	1.193413027	EPGN	HGNC:17470
EREG	-0.3021969305	EREG	HGNC:3443
AREG	0.6431220411999999	AREG	HGNC:651
BTC	1.4423823340000002	BTC	HGNC:1121
PARM1	2.560117366	PARM1	HGNC:24536
CDKL2	3.980563803	CDKL2	HGNC:1782
RCHY1	1.6795514319999998	RCHY1	HGNC:17479
G3BP2	1.286402096	G3BP2	HGNC:30291
USO1	1.237649144	USO1	HGNC:30904
PPEF2	1.76631158	PPEF2	HGNC:9244
NAAA	0.4648685538	NAAA	HGNC:736
CXCL9	0.8127781619	CXCL9	HGNC:7098
SDAD1	1.931328031	SDAD1	HGNC:25537
ART3	1.983590602	ART3	HGNC:725
CXCL10	0.8127781619	CXCL10	HGNC:10637
CXCL11	0.9720539038	CXCL11	HGNC:10638
NUP54	1.150312177	NUP54	HGNC:17359
FAM47E	2.761455945	FAM47E	HGNC:34343
SCARB2	2.557621812	SCARB2	HGNC:1665
FAM47E-STBD1	2.870059476	FAM47E-STBD1	HGNC:44667
CCDC158	2.209244271	CCDC158	HGNC:26374
SHROOM3	3.805353009	SHROOM3	HGNC:30422
SOWAHB	1.804546805	SOWAHB	HGNC:32958
CCNI	2.309310612	CCNI	HGNC:1595
CCNG2	1.565553015	CCNG2	HGNC:1593
CXCL13	-0.4520295540999999	CXCL13	HGNC:10639
CNOT6L	2.008601055	CNOT6L	HGNC:18042
FRAS1	1.93520238	FRAS1	HGNC:19185
ANXA3	0.5322683675	ANXA3	HGNC:541
BMP2K	1.5997993819999998	BMP2K	HGNC:18041
PAQR3	1.674648483	PAQR3	HGNC:30130
NAA11	3.256212899	NAA11	HGNC:28125
GK2	2.279827281	GK2	HGNC:4291
ANTXR2	2.7674622710000003	ANTXR2	HGNC:21732
PRDM8	3.251006218	PRDM8	HGNC:13993
FGF5	1.824341679	FGF5	HGNC:3683
BMP3	2.142857493	BMP3	HGNC:1070
PRKG2	1.877290252	PRKG2	HGNC:9416
RASGEF1B	3.18742215	RASGEF1B	HGNC:24881
HNRNPD	0.8754491307	HNRNPD	HGNC:5036
HNRNPDL	1.688173809	HNRNPDL	HGNC:5037
ENOPH1	2.268571402	ENOPH1	HGNC:24599
TMEM150C	1.822488397	TMEM150C	HGNC:37263
SCD5	1.896149915	SCD5	HGNC:21088
SEC31A	-0.4435679453	SEC31A	HGNC:17052
THAP9	2.159256497	THAP9	HGNC:23192
LIN54	3.064244995	LIN54	HGNC:25397
PLAC8	2.194284631	PLAC8	HGNC:19254
COPS4	-0.2676429682	COPS4	HGNC:16702
COQ2	2.175301341	COQ2	HGNC:25223
HPSE	2.206701608	HPSE	HGNC:5164
HELQ	-0.01723892601	HELQ	HGNC:18536
