gene	transcript	mean_am_pathogenicity_bin	mean_am_pathogenicity	Approved_Symbol	HGNC_ID
URAD	ENST00000332715	7	0.293452437	URAD	HGNC:17785
CNBD1	ENST00000518476	7	0.293431325	CNBD1	HGNC:26663
RAI14	ENST00000503673	7	0.293423356	RAI14	HGNC:14873
TACR2	ENST00000373306	7	0.293378298	TACR2	HGNC:11527
CENPP	ENST00000375587	7	0.293372532	CENPP	HGNC:32933
XKR8	ENST00000373884	7	0.293336463	XKR8	HGNC:25508
MBD4	ENST00000249910	7	0.293316609	MBD4	HGNC:6919
ADAMTS13	ENST00000371929	7	0.293263906	ADAMTS13	HGNC:1366
ERICH2	ENST00000409885	7	0.293245454	ERICH2	HGNC:44395
OASL	ENST00000257570	7	0.293244084	OASL	HGNC:8090
PEG3	ENST00000599577	7	0.293221445	PEG3	HGNC:8826
FSD2	ENST00000334574	7	0.293213316	FSD2	HGNC:18024
AMN	ENST00000299155	7	0.293181944	AMN	HGNC:14604
ERICH1	ENST00000262109	7	0.293159407	ERICH1	HGNC:27234
C1orf106	ENST00000367342	7	0.293153176	INAVA	HGNC:25599
LRRC36	ENST00000329956	7	0.293117797	LRRC36	HGNC:25615
COA1	ENST00000310564	7	0.293112941	COA1	HGNC:21868
MPL	ENST00000372470	7	0.293101887	MPL	HGNC:7217
IRS4	ENST00000372129	7	0.293082339	IRS4	HGNC:6128
CLCA1	ENST00000394711	7	0.293081399	CLCA1	HGNC:2015
UPK3BL	ENST00000340457	7	0.293047159	UPK3BL1	HGNC:37278
ZNF66	ENST00000344519	7	0.293042042	ZNF66	HGNC:13135
KIAA1191	ENST00000510164	7	0.293037281	KIAA1191	HGNC:29209
CRTC3	ENST00000268184	7	0.293023176	CRTC3	HGNC:26148
TPRKB	ENST00000272424	7	0.293019548	TPRKB	HGNC:24259
OR4K1	ENST00000285600	7	0.293016911	OR4K1	HGNC:14726
RTP4	ENST00000259030	8	0.293004172	RTP4	HGNC:23992
AKAP1	ENST00000539273	8	0.292996153	AKAP1	HGNC:367
RGPD4	ENST00000408999	8	0.29299577	RGPD4	HGNC:32417
ROS1	ENST00000368508	8	0.29295683	ROS1	HGNC:10261
CREM	ENST00000429130	8	0.292950192	CREM	HGNC:2352
CCDC74A	ENST00000295171	8	0.292930565	CCDC74A	HGNC:25197
SMKR1	ENST00000462322	8	0.292920522	SMKR1	HGNC:43561
FAM227B	ENST00000299338	8	0.292897832	FAM227B	HGNC:26543
AHNAK	ENST00000378024	8	0.292873023	AHNAK	HGNC:347
DEFB135	ENST00000382208	8	0.292862475	DEFB135	HGNC:32400
EBPL	ENST00000242827	8	0.29279642	EBPL	HGNC:18061
SLC28A2	ENST00000347644	8	0.292770202	SLC28A2	HGNC:11002
C1orf131	ENST00000366649	8	0.292750962	C1orf131	HGNC:25332
LRRC3C	ENST00000377924	8	0.292673832	LRRC3C	HGNC:40034
SDCCAG3	ENST00000357365	8	0.292673817	ENTR1	HGNC:10667
CAPN14	ENST00000403897	8	0.292616995	CAPN14	HGNC:16664
PRSS16	ENST00000230582	8	0.292578528	PRSS16	HGNC:9480
PAFAH2	ENST00000374284	8	0.292564342	PAFAH2	HGNC:8579
IL33	ENST00000381434	8	0.292556232	IL33	HGNC:16028
TIPIN	ENST00000261881	8	0.292537405	TIPIN	HGNC:30750
SREBF1	ENST00000261646	8	0.292496762	SREBF1	HGNC:11289
TET1	ENST00000373644	8	0.292447586	TET1	HGNC:29484
C5orf15	ENST00000231512	8	0.292419504	C5orf15	HGNC:20656
PLA2G7	ENST00000537365	8	0.292390192	PLA2G7	HGNC:9040
RBM20	ENST00000369519	8	0.292382541	RBM20	HGNC:27424
PSPN	ENST00000245810	8	0.29236849	PSPN	HGNC:9579
PMCH	ENST00000329406	8	0.292364085	PMCH	HGNC:9109
RELT	ENST00000393580	8	0.292351161	RELT	HGNC:13764
FAM83B	ENST00000306858	8	0.292322534	FAM83B	HGNC:21357
FANCF	ENST00000327470	8	0.292318999	FANCF	HGNC:3587
ECM2	ENST00000344604	8	0.292239408	ECM2	HGNC:3154
NOP14	ENST00000314262	8	0.292236707	NOP14	HGNC:16821
ZNF726	ENST00000322487	8	0.292217136	ZNF726	HGNC:32462
MEI1	ENST00000401548	8	0.292154317	MEI1	HGNC:28613
INTU	ENST00000335251	8	0.292059974	INTU	HGNC:29239
AIM1	ENST00000369066	8	0.292049066	CRYBG1	HGNC:356
F8	ENST00000360256	8	0.292030003	F8	HGNC:3546
CCDC176	ENST00000394009	8	0.292028136	BBOF1	HGNC:19855
NHEJ1	ENST00000356853	8	0.292017449	NHEJ1	HGNC:25737
ADAM7	ENST00000175238	8	0.292016635	ADAM7	HGNC:214
LAMP1	ENST00000332556	8	0.292015809	LAMP1	HGNC:6499
TRIM6	ENST00000278302	8	0.292011449	TRIM6	HGNC:16277
PTPRCAP	ENST00000326294	8	0.292008868	PTPRCAP	HGNC:9667
PARP10	ENST00000313028	8	0.292005432	PARP10	HGNC:25895
CD80	ENST00000478182	8	0.291963726	CD80	HGNC:1700
BCCIP	ENST00000278100	8	0.29195882	BCCIP	HGNC:978
RAD17	ENST00000380774	8	0.291935589	RAD17	HGNC:9807
A2M	ENST00000318602	8	0.291929699	A2M	HGNC:7
IL2RB	ENST00000216223	8	0.29190807	IL2RB	HGNC:6009
NT5C1B	ENST00000359846	8	0.2918872	NT5C1B	HGNC:17818
CXCL3	ENST00000296026	8	0.291876132	CXCL3	HGNC:4604
OR6C3	ENST00000379667	8	0.291848717	OR6C3	HGNC:15437
QSOX1	ENST00000367602	8	0.291830089	QSOX1	HGNC:9756
RNF212	ENST00000433731	8	0.291813406	RNF212	HGNC:27729
CCNDBP1	ENST00000300213	8	0.291804128	CCNDBP1	HGNC:1587
CEP95	ENST00000556440	8	0.291788638	CEP95	HGNC:25141
CREG2	ENST00000324768	8	0.291778868	CREG2	HGNC:14272
TMEM54	ENST00000373463	8	0.291765486	TMEM54	HGNC:24143
DLEC1	ENST00000308059	8	0.291628184	DLEC1	HGNC:2899
ESPL1	ENST00000552462	8	0.291600383	ESPL1	HGNC:16856
INHBE	ENST00000266646	8	0.291586335	INHBE	HGNC:24029
IL1R1	ENST00000410023	8	0.2915628	IL1R1	HGNC:5993
COL6A6	ENST00000358511	8	0.291460396	COL6A6	HGNC:27023
MURC	ENST00000307584	8	0.291431833	CAVIN4	HGNC:33742
RHOXF1	ENST00000217999	8	0.291410942	RHOXF1	HGNC:29993
ABHD16B	ENST00000369916	8	0.291396906	ABHD16B	HGNC:16128
C10orf82	ENST00000588184	8	0.291383788	SPMIP5	HGNC:28500
KIRREL2	ENST00000360202	8	0.291370013	KIRREL2	HGNC:18816
METRN	ENST00000568223	8	0.291354447	METRN	HGNC:14151
RIC3	ENST00000309737	8	0.291327603	RIC3	HGNC:30338
TAAR2	ENST00000367931	8	0.291269927	TAAR2	HGNC:4514
EPOR	ENST00000222139	8	0.291264217	EPOR	HGNC:3416
CR2	ENST00000367058	8	0.291223332	CR2	HGNC:2336
SHISA5	ENST00000296444	8	0.291222478	SHISA5	HGNC:30376
C2CD2	ENST00000380486	8	0.291171971	C2CD2	HGNC:1266
WFDC10A	ENST00000372643	8	0.291154566	WFDC10A	HGNC:16139
EMR2	ENST00000315576	8	0.291101449	ADGRE2	HGNC:3337
TMEM218	ENST00000527271	8	0.291090356	TMEM218	HGNC:27344
SAGE1	ENST00000370709	8	0.291081542	SAGE1	HGNC:30369
SYNPO	ENST00000522122	8	0.291074655	SYNPO	HGNC:30672
KIAA1875	ENST00000323662	8	0.291074136	WDR97	HGNC:26959
POLH	ENST00000372236	8	0.291054908	POLH	HGNC:9181
UTP3	ENST00000254803	8	0.291022	UTP3	HGNC:24477
FAM21A	ENST00000282633	8	0.291021901	WASHC2A	HGNC:23416
KIAA0922	ENST00000409663	8	0.291012585	TMEM131L	HGNC:29146
IGFL1	ENST00000437936	8	0.291000597	IGFL1	HGNC:24093
PARP4	ENST00000381989	8	0.290996276	PARP4	HGNC:271
LAT2	ENST00000460943	8	0.290971175	LAT2	HGNC:12749
ASTE1	ENST00000264992	8	0.290962538	ASTE1	HGNC:25021
TMEM253	ENST00000556585	8	0.290954997	TMEM253	HGNC:32545
ADM2	ENST00000395738	8	0.290945459	ADM2	HGNC:28898
PIWIL4	ENST00000299001	8	0.290909532	PIWIL4	HGNC:18444
MCIDAS	ENST00000513312	8	0.290870628	MCIDAS	HGNC:40050
CD1B	ENST00000368168	8	0.290861006	CD1B	HGNC:1635
OR2A12	ENST00000408949	8	0.29083987	OR2A12	HGNC:15082
C1orf177	ENST00000371273	8	0.290839479	CIMAP2	HGNC:26854
PUS7L	ENST00000551923	8	0.290782833	PUS7L	HGNC:25276
STAT2	ENST00000314128	8	0.290726807	STAT2	HGNC:11363
HIVEP1	ENST00000379388	8	0.290702443	HIVEP1	HGNC:4920
BEX2	ENST00000372674	8	0.29068462	BEX2	HGNC:30933
FILIP1L	ENST00000354552	8	0.290683143	FILIP1L	HGNC:24589
CCDC88B	ENST00000356786	8	0.290676479	CCDC88B	HGNC:26757
CSF3	ENST00000225474	8	0.290665923	CSF3	HGNC:2438
ADAD2	ENST00000315906	8	0.2906472	ADAD2	HGNC:30714
BEX4	ENST00000372691	8	0.290645892	BEX4	HGNC:25475
OR1Q1	ENST00000297913	8	0.2906368	OR1Q1	HGNC:8223
EMR3	ENST00000253673	8	0.290628035	ADGRE3	HGNC:23647
MRPL52	ENST00000355151	8	0.290611045	MRPL52	HGNC:16655
PSTK	ENST00000405485	8	0.29052999	PSTK	HGNC:28578
CXCL2	ENST00000508487	8	0.290503089	CXCL2	HGNC:4603
KRT79	ENST00000330553	8	0.290485489	KRT79	HGNC:28930
CLEC4G	ENST00000328853	8	0.29044378	CLEC4G	HGNC:24591
SCYL3	ENST00000367772	8	0.29044303	SCYL3	HGNC:19285
GPANK1	ENST00000375900	8	0.290401793	GPANK1	HGNC:13920
IL3	ENST00000296870	8	0.290383897	IL3	HGNC:6011
CST4	ENST00000217423	8	0.290347515	CST4	HGNC:2476
TTC40	ENST00000368586	8	0.290311682	CFAP46	HGNC:25247
DNAJC28	ENST00000402202	8	0.290310673	DNAJC28	HGNC:1297
RRBP1	ENST00000377813	8	0.29030111	RRBP1	HGNC:10448
TOR1AIP1	ENST00000606911	8	0.290295044	TOR1AIP1	HGNC:29456
ABHD11	ENST00000222800	8	0.290280258	ABHD11	HGNC:16407
ANKRD45	ENST00000333279	8	0.290264886	ANKRD45	HGNC:24786
C5orf46	ENST00000318315	8	0.290238477	C5orf46	HGNC:33768
SLC10A6	ENST00000273905	8	0.29022777	SLC10A6	HGNC:30603
NLRP9	ENST00000332836	8	0.290224377	NLRP9	HGNC:22941
IGSF23	ENST00000402988	8	0.290207141	IGSF23	HGNC:40040
CD14	ENST00000302014	8	0.290198384	CD14	HGNC:1628
GHR	ENST00000537449	8	0.290166811	GHR	HGNC:4263
ZDHHC4	ENST00000396706	8	0.29016301	ZDHHC4	HGNC:18471
BAALC	ENST00000309982	8	0.290134034	BAALC	HGNC:14333
GAP43	ENST00000305124	8	0.290133948	GAP43	HGNC:4140
ROM1	ENST00000278833	8	0.290102875	ROM1	HGNC:10254
ATF6	ENST00000367942	8	0.290096227	ATF6	HGNC:791
GPR132	ENST00000539291	8	0.290077094	GPR132	HGNC:17482
VWA5A	ENST00000456829	8	0.290060681	VWA5A	HGNC:6658
ANKRD37	ENST00000335174	8	0.289927449	ANKRD37	HGNC:29593
C10orf128	ENST00000474718	8	0.289918578	TMEM273	HGNC:27274
ALLC	ENST00000252505	8	0.289880712	ALLC	HGNC:17377
ARRDC5	ENST00000381781	8	0.289856755	ARRDC5	HGNC:31407
WFDC12	ENST00000372785	8	0.289843123	WFDC12	HGNC:16115
OR6F1	ENST00000302084	8	0.289834882	OR6F1	HGNC:15027
ELP5	ENST00000396628	8	0.289828788	ELP5	HGNC:30617
C3orf62	ENST00000343010	8	0.289813423	C3orf62	HGNC:24771
ZNF85	ENST00000328178	8	0.28979444	ZNF85	HGNC:13160
KIAA1328	ENST00000280020	8	0.289780032	KIAA1328	HGNC:29248
TJP3	ENST00000541714	8	0.289749178	TJP3	HGNC:11829
CCDC34	ENST00000328697	8	0.289712629	CCDC34	HGNC:25079
MAMDC4	ENST00000445819	8	0.289681642	MAMDC4	HGNC:24083
RGSL1	ENST00000294854	8	0.28968035	RGSL1	HGNC:18636
KANK3	ENST00000593649	8	0.289657315	KANK3	HGNC:24796
SURF6	ENST00000372022	8	0.289632885	SURF6	HGNC:11478
GAB3	ENST00000369575	8	0.289621984	GAB3	HGNC:17515
PDE4DIP	ENST00000369354	8	0.289621573	PDE4DIP	HGNC:15580
THUMPD2	ENST00000505747	8	0.289621366	THUMPD2	HGNC:14890
RRP36	ENST00000244496	8	0.289615485	RRP36	HGNC:21374
NFE2L2	ENST00000397062	8	0.28959891	NFE2L2	HGNC:7782
NDUFB4	ENST00000184266	8	0.289562378	NDUFB4	HGNC:7699
HORMAD2	ENST00000403975	8	0.289552689	HORMAD2	HGNC:28383
AMIGO3	ENST00000320431	8	0.289543939	AMIGO3	HGNC:24075
THEMIS2	ENST00000373921	8	0.289530367	THEMIS2	HGNC:16839
ZSWIM3	ENST00000255152	8	0.289527403	ZSWIM3	HGNC:16157
TIMMDC1	ENST00000494664	8	0.289513635	TIMMDC1	HGNC:1321
C22orf42	ENST00000382097	8	0.28949065	C22orf42	HGNC:27160
PDYN	ENST00000217305	8	0.289460056	PDYN	HGNC:8820
OR8H1	ENST00000313022	8	0.289449158	OR8H1	HGNC:14824
ESCO2	ENST00000305188	8	0.289434945	ESCO2	HGNC:27230
TMC8	ENST00000318430	8	0.289369216	TMC8	HGNC:20474
STRA8	ENST00000275764	8	0.289357281	STRA8	HGNC:30653
ORC1	ENST00000371566	8	0.289317206	ORC1	HGNC:8487
OPN3	ENST00000366554	8	0.289298916	OPN3	HGNC:14007
FCER2	ENST00000346664	8	0.289263516	FCER2	HGNC:3612
TRPT1	ENST00000317459	8	0.289239192	TRPT1	HGNC:20316
HLA-E	ENST00000376630	8	0.289202376	HLA-E	HGNC:4962
VWA2	ENST00000392982	8	0.289199379	VWA2	HGNC:24709
ICA1L	ENST00000358299	8	0.289186051	ICA1L	HGNC:14442
EFHB	ENST00000295824	8	0.289182794	EFHB	HGNC:26330
DLX4	ENST00000240306	8	0.289161717	DLX4	HGNC:2917
CD300E	ENST00000392619	8	0.289072196	CD300E	HGNC:28874
CFC1	ENST00000259216	8	0.289064262	CFC1	HGNC:18292
ESAM	ENST00000278927	8	0.289031197	ESAM	HGNC:17474
CBWD5	ENST00000382405	8	0.289030528	ZNG1E	HGNC:24584
CNBD2	ENST00000373973	8	0.289005832	CNBD2	HGNC:16145
MB21D1	ENST00000370315	8	0.288984344	CGAS	HGNC:21367
M1AP	ENST00000290536	8	0.288978653	M1AP	HGNC:25183
SPATC1	ENST00000377470	8	0.288906984	SPATC1	HGNC:30510
LRRC61	ENST00000359623	8	0.288879691	LRRC61	HGNC:21704
PSD4	ENST00000245796	8	0.288872854	PSD4	HGNC:19096
LAT	ENST00000360872	8	0.288864585	LAT	HGNC:18874
THEM4	ENST00000368814	8	0.28884015	THEM4	HGNC:17947
PON3	ENST00000265627	8	0.288707646	PON3	HGNC:9206
SLC39A4	ENST00000301305	8	0.288681892	SLC39A4	HGNC:17129
C17orf70	ENST00000327787	8	0.288635091	FAAP100	HGNC:26171
TRIM45	ENST00000256649	8	0.288617809	TRIM45	HGNC:19018
TMEM237	ENST00000409883	8	0.288582826	TMEM237	HGNC:14432
LTBR	ENST00000228918	8	0.288580067	LTBR	HGNC:6718
FAM122B	ENST00000370790	8	0.288487427	PABIR2	HGNC:30490
KIAA1549	ENST00000422774	8	0.288486294	KIAA1549	HGNC:22219
ZC3H3	ENST00000262577	8	0.288465495	ZC3H3	HGNC:28972
TTI1	ENST00000449821	8	0.288465351	TTI1	HGNC:29029
EME2	ENST00000568449	8	0.28839119	EME2	HGNC:27289
GPNMB	ENST00000381990	8	0.288345264	GPNMB	HGNC:4462
CIITA	ENST00000324288	8	0.288301294	CIITA	HGNC:7067
COQ3	ENST00000254759	8	0.288288203	COQ3	HGNC:18175
OR13C4	ENST00000277216	8	0.288287251	OR13C4	HGNC:14722
ABCA9	ENST00000340001	8	0.28825511	ABCA9	HGNC:39
NRSN1	ENST00000378491	8	0.288237751	NRSN1	HGNC:17881
OR5AN1	ENST00000313940	8	0.28820433	OR5AN1	HGNC:15255
DBNDD2	ENST00000372720	8	0.288142837	DBNDD2	HGNC:15881
TMEM123	ENST00000398136	8	0.288095149	TMEM123	HGNC:30138
CCSER1	ENST00000509176	8	0.28808913	CCSER1	HGNC:29349
KIF15	ENST00000326047	8	0.288078549	KIF15	HGNC:17273
FAM21C	ENST00000374362	8	0.28807209	WASHC2C	HGNC:23414
MAMLD1	ENST00000262858	8	0.288066127	MAMLD1	HGNC:2568
GAS8	ENST00000268699	8	0.288060052	GAS8	HGNC:4166
IGSF6	ENST00000268389	8	0.288044174	IGSF6	HGNC:5953
PGLYRP2	ENST00000340880	8	0.288037987	PGLYRP2	HGNC:30013
MLF1	ENST00000355893	8	0.288027682	MLF1	HGNC:7125
MAGEB18	ENST00000325250	8	0.288011606	MAGEB18	HGNC:28515
SLC7A6OS	ENST00000263997	8	0.287979087	SLC7A6OS	HGNC:25807
SETD4	ENST00000332131	8	0.28797906	SETD4	HGNC:1258
TET2	ENST00000380013	8	0.287966133	TET2	HGNC:25941
MALRD1	ENST00000454679	8	0.287965196	MALRD1	HGNC:24331
BST2	ENST00000252593	8	0.287964713	BST2	HGNC:1119
SMYD4	ENST00000305513	8	0.287909047	SMYD4	HGNC:21067
TMEM108	ENST00000393130	8	0.287884193	TMEM108	HGNC:28451
MTRR	ENST00000440940	8	0.287883835	MTRR	HGNC:7473
ZNF626	ENST00000601440	8	0.287879412	ZNF626	HGNC:30461
GBP1	ENST00000370473	8	0.287866761	GBP1	HGNC:4182
THAP5	ENST00000415914	8	0.287857252	THAP5	HGNC:23188
L1TD1	ENST00000498273	8	0.287844159	L1TD1	HGNC:25595
HEYL	ENST00000372852	8	0.287843014	HEYL	HGNC:4882
SYNE1	ENST00000367255	8	0.287822772	SYNE1	HGNC:17089
ZMYM6	ENST00000357182	8	0.28781458	ZMYM6	HGNC:13050
ZFAND1	ENST00000220669	8	0.287785594	ZFAND1	HGNC:25858
TRIM5	ENST00000380034	8	0.287738972	TRIM5	HGNC:16276
VWA5B1	ENST00000375079	8	0.287717225	VWA5B1	HGNC:26538
CFHR2	ENST00000367415	8	0.287705992	CFHR2	HGNC:4890
CCDC86	ENST00000227520	8	0.287704573	CCDC86	HGNC:28359
MYBBP1A	ENST00000254718	8	0.287685718	MYBBP1A	HGNC:7546
CARD18	ENST00000530950	8	0.287662627	CARD18	HGNC:28861
EMD	ENST00000369842	8	0.287645527	EMD	HGNC:3331
ALPK1	ENST00000458497	8	0.287644888	ALPK1	HGNC:20917
XRRA1	ENST00000340360	8	0.287629162	XRRA1	HGNC:18868
SFR1	ENST00000369727	8	0.287566942	SFR1	HGNC:29574
NOSTRIN	ENST00000317647	8	0.28753074	NOSTRIN	HGNC:20203
PRR19	ENST00000499536	8	0.287522521	PRR19	HGNC:33728
ZSWIM1	ENST00000372520	8	0.287498808	ZSWIM1	HGNC:16155
FRAT2	ENST00000371019	8	0.287417019	FRAT2	HGNC:16048
OMA1	ENST00000371226	8	0.287390201	OMA1	HGNC:29661
MYOZ3	ENST00000297130	8	0.287380881	MYOZ3	HGNC:18565
LRRFIP1	ENST00000392000	8	0.28737564	LRRFIP1	HGNC:6702
PCDHB14	ENST00000239449	8	0.287316673	PCDHB14	HGNC:8685
RMDN2	ENST00000406384	8	0.287288134	RMDN2	HGNC:26567
ZNF430	ENST00000261560	8	0.287285017	ZNF430	HGNC:20808
IL24	ENST00000294984	8	0.287237093	IL24	HGNC:11346
SFXN4	ENST00000355697	8	0.287233689	SFXN4	HGNC:16088
SELE	ENST00000333360	8	0.28723042	SELE	HGNC:10718
UTP6	ENST00000261708	8	0.287216995	UTP6	HGNC:18279
GOLM1	ENST00000388711	8	0.28719671	GOLM1	HGNC:15451
HAMP	ENST00000222304	8	0.287191469	HAMP	HGNC:15598
CCDC82	ENST00000423339	8	0.287191027	CCDC82	HGNC:26282
IFIT5	ENST00000371795	8	0.287187703	IFIT5	HGNC:13328
TMEM247	ENST00000434431	8	0.287152082	TMEM247	HGNC:42967
CD99L2	ENST00000370377	8	0.287099816	CD99L2	HGNC:18237
TRIM73	ENST00000437796	8	0.287089859	TRIM73	HGNC:18162
OR10Z1	ENST00000361284	8	0.287053581	OR10Z1	HGNC:14996
KLRK1	ENST00000540818	8	0.287035236	KLRK1	HGNC:18788
CD27	ENST00000266557	8	0.287024367	CD27	HGNC:11922
THAP8	ENST00000292894	8	0.287022303	THAP8	HGNC:23191
RASAL3	ENST00000343625	8	0.287012733	RASAL3	HGNC:26129
GSG2	ENST00000325418	8	0.28699518	HASPIN	HGNC:19682
URB2	ENST00000258243	8	0.286989584	URB2	HGNC:28967
NME9	ENST00000333911	8	0.286957331	NME9	HGNC:21343
TMEM219	ENST00000566848	8	0.286936094	TMEM219	HGNC:25201
ROBO4	ENST00000306534	8	0.28693078	ROBO4	HGNC:17985
PTH	ENST00000529816	8	0.286929538	PTH	HGNC:9606
ZNF728	ENST00000594710	8	0.286917934	ZNF728	HGNC:32463
CXCL5	ENST00000296027	8	0.286907366	CXCL5	HGNC:10642
IL17RB	ENST00000288167	8	0.286889847	IL17RB	HGNC:18015
ALOX12	ENST00000251535	8	0.286853141	ALOX12	HGNC:429
C1orf85	ENST00000362007	8	0.28684323	GLMP	HGNC:29436
YY1AP1	ENST00000295566	8	0.286843148	YY1AP1	HGNC:30935
CYB5RL	ENST00000534324	8	0.286829662	CYB5RL	HGNC:32220
PARP14	ENST00000474629	8	0.286796004	PARP14	HGNC:29232
TNFSF18	ENST00000404377	8	0.28675154	TNFSF18	HGNC:11932
MAML1	ENST00000292599	8	0.286715229	MAML1	HGNC:13632
GPR50	ENST00000218316	8	0.28670931	GPR50	HGNC:4506
FAM114A2	ENST00000520667	8	0.286679563	FAM114A2	HGNC:1333
IL17RE	ENST00000383814	8	0.286640822	IL17RE	HGNC:18439
PLA2R1	ENST00000283243	8	0.286607969	PLA2R1	HGNC:9042
RBBP8	ENST00000399722	8	0.286597066	RBBP8	HGNC:9891
DBF4	ENST00000265728	8	0.286562682	DBF4	HGNC:17364
C3orf49	ENST00000295896	8	0.286558516	C3orf49	HGNC:25190
CD300LB	ENST00000392621	8	0.286532729	CD300LB	HGNC:30811
CHML	ENST00000366553	8	0.286500091	CHML	HGNC:1941
ANKUB1	ENST00000462519	8	0.286480178	ANKUB1	HGNC:29642
CYS1	ENST00000381813	8	0.286457259	CYS1	HGNC:18525
EIF2D	ENST00000271764	8	0.286454078	EIF2D	HGNC:6583
ABCC6	ENST00000205557	8	0.286439557	ABCC6	HGNC:57
KIF26A	ENST00000423312	8	0.286427171	KIF26A	HGNC:20226
E2F7	ENST00000322886	8	0.286427072	E2F7	HGNC:23820
AHSP	ENST00000302312	8	0.286393939	AHSP	HGNC:18075
OR4D5	ENST00000307033	8	0.286392395	OR4D5	HGNC:14852
SERTAD1	ENST00000357949	8	0.286301996	SERTAD1	HGNC:17932
SLCO1B7	ENST00000421593	8	0.286286261	SLCO1B7	HGNC:32934
SAMD9L	ENST00000437805	8	0.286265109	SAMD9L	HGNC:1349
GDF9	ENST00000378673	8	0.286228957	GDF9	HGNC:4224
GPR115	ENST00000283303	8	0.286199	ADGRF4	HGNC:19011
ATP6V1G3	ENST00000281087	8	0.286126335	ATP6V1G3	HGNC:18265
SERPINE3	ENST00000521255	8	0.286110041	SERPINE3	HGNC:24774
DDX31	ENST00000372153	8	0.286092026	DDX31	HGNC:16715
TMEM138	ENST00000278826	8	0.286088227	TMEM138	HGNC:26944
OR13C8	ENST00000335040	8	0.286077829	OR13C8	HGNC:15103
LEFTY1	ENST00000272134	8	0.285999116	LEFTY1	HGNC:6552
WIPF3	ENST00000409290	8	0.285972463	WIPF3	HGNC:22004
TCAP	ENST00000309889	8	0.285954845	TCAP	HGNC:11610
TDRD12	ENST00000444215	8	0.285948089	TDRD12	HGNC:25044
NUPR1	ENST00000324873	8	0.285866807	NUPR1	HGNC:29990
LRRC26	ENST00000371542	8	0.285857509	LRRC26	HGNC:31409
TDGF1	ENST00000296145	8	0.285850608	CRIPTO	HGNC:11701
OGFR	ENST00000290291	8	0.285817869	OGFR	HGNC:15768
EMILIN2	ENST00000254528	8	0.285813126	EMILIN2	HGNC:19881
HLA-F	ENST00000334668	8	0.28578553	HLA-F	HGNC:4963
CLEC1B	ENST00000298527	8	0.285773713	CLEC1B	HGNC:24356
PNLIPRP3	ENST00000369230	8	0.285764854	PNLIPRP3	HGNC:23492
CTAG2	ENST00000247306	8	0.28575641	CTAG2	HGNC:2492
SAMD11	ENST00000342066	8	0.285718718	SAMD11	HGNC:28706
SHQ1	ENST00000325599	8	0.285714112	SHQ1	HGNC:25543
SLC30A8	ENST00000456015	8	0.285696487	SLC30A8	HGNC:20303
TBC1D32	ENST00000398212	8	0.285688655	TBC1D32	HGNC:21485
C20orf201	ENST00000302096	8	0.285688336	LKAAEAR1	HGNC:33718
TTC27	ENST00000317907	8	0.285684176	TTC27	HGNC:25986
KIAA1257	ENST00000265068	8	0.285674667	CFAP92	HGNC:29231
C4orf33	ENST00000425929	8	0.285658973	C4orf33	HGNC:27025
IGFL3	ENST00000341415	8	0.285616305	IGFL3	HGNC:32930
NSUN7	ENST00000381782	8	0.285591414	NSUN7	HGNC:25857
ACBD7	ENST00000356189	8	0.285590887	ACBD7	HGNC:17715
DSG2	ENST00000261590	8	0.285590803	DSG2	HGNC:3049
HLA-DPA1	ENST00000419277	8	0.28554124	HLA-DPA1	HGNC:4938
FRMPD1	ENST00000539465	8	0.285464933	FRMPD1	HGNC:29159
PTCD2	ENST00000380639	8	0.285454996	PTCD2	HGNC:25734
VPS37C	ENST00000301765	8	0.285451087	VPS37C	HGNC:26097
VSIG2	ENST00000326621	8	0.285447594	VSIG2	HGNC:17149
KDM4E	ENST00000450979	8	0.285419362	KDM4E	HGNC:37098
INHA	ENST00000243786	8	0.285409083	INHA	HGNC:6065
GATC	ENST00000551765	8	0.285361571	GATC	HGNC:25068
TCP11L1	ENST00000531632	8	0.285273053	TCP11L1	HGNC:25655
COL10A1	ENST00000327673	8	0.28527068	COL10A1	HGNC:2185
C16orf89	ENST00000315997	8	0.285195033	C16orf89	HGNC:28687
ORC2	ENST00000234296	8	0.285144511	ORC2	HGNC:8488
TMEM244	ENST00000438392	8	0.285116068	TMEM244	HGNC:21571
KRT80	ENST00000394815	8	0.28505836	KRT80	HGNC:27056
ZCCHC7	ENST00000534928	8	0.285045729	ZCCHC7	HGNC:26209
DEFB124	ENST00000317676	8	0.285031606	DEFB124	HGNC:18104
FLYWCH2	ENST00000396958	8	0.285028951	FLYWCH2	HGNC:25178
CXorf40B	ENST00000370404	8	0.284983255	EOLA2	HGNC:17402
ZNHIT2	ENST00000310597	8	0.284922655	ZNHIT2	HGNC:1177
MDM4	ENST00000367182	8	0.284880125	MDM4	HGNC:6974
YIPF7	ENST00000332990	8	0.284853489	YIPF7	HGNC:26825
CST1	ENST00000398402	8	0.28478714	CST1	HGNC:2473
LYG1	ENST00000409448	8	0.284760432	LYG1	HGNC:27014
AP5B1	ENST00000532090	8	0.284719859	AP5B1	HGNC:25104
PDZD2	ENST00000438447	8	0.284713074	PDZD2	HGNC:18486
C9orf24	ENST00000297623	8	0.284711231	SPMIP6	HGNC:19919
WFDC13	ENST00000305479	8	0.284703312	WFDC13	HGNC:16131
