HGNC ID	Status	Approved symbol	Approved name	Previous symbol
HGNC:13054	Approved	ZMYM3	zinc finger MYM-type containing 3	ZNF261
HGNC:13055	Approved	ZMYM4	zinc finger MYM-type containing 4	ZNF262
HGNC:40624	Approved	ZMYM4-AS1	ZMYM4 antisense RNA 1	
HGNC:13029	Approved	ZMYM5	zinc finger MYM-type containing 5	ZNF237
HGNC:39911	Entry Withdrawn	ZMYM5-AS1	ZMYM5 antisense RNA 1	
HGNC:13050	Approved	ZMYM6	zinc finger MYM-type containing 6	ZNF258
HGNC:9397	Approved	ZMYND8	zinc finger MYND-type containing 8	PRKCBP1
HGNC:19412	Approved	ZMYND10	zinc finger MYND-type containing 10	
HGNC:40890	Approved	ZMYND10-AS1	ZMYND10 antisense RNA 1	
HGNC:16966	Approved	ZMYND11	zinc finger MYND-type containing 11	
HGNC:21192	Approved	ZMYND12	zinc finger MYND-type containing 12	
HGNC:20997	Approved	ZMYND15	zinc finger MYND-type containing 15	
HGNC:21146	Approved	ZMYND19	zinc finger MYND-type containing 19	
HGNC:44540	Approved	ZMYND19P1	zinc finger MYND-type containing 19 pseudogene 1	
HGNC:12878	Entry Withdrawn	ZNF1	zinc finger protein 1	
HGNC:12991	Approved	ZNF2	zinc finger protein 2	
HGNC:13089	Approved	ZNF3	zinc finger protein 3	
HGNC:13139	Approved	ZNF7	zinc finger protein 7	
HGNC:13154	Approved	ZNF8	zinc finger protein 8	
HGNC:55280	Approved	ZNF8-DT	ZNF8 divergent transcript	
HGNC:56757	Approved	ZNF8-ERVK3-1	ZNF8-ERVK3-1 readthrough (NMD candidate)	
HGNC:12879	Approved	ZNF10	zinc finger protein 10	
HGNC:12902	Approved	ZNF12	zinc finger protein 12	ZNF325
HGNC:12924	Approved	ZNF14	zinc finger protein 14	
HGNC:12946	Entry Withdrawn	ZNF15L2	zinc finger protein 15-like 2 (KOX 8)	
HGNC:12947	Approved	ZNF16	zinc finger protein 16	
HGNC:12958	Approved	ZNF17	zinc finger protein 17	
HGNC:12969	Approved	ZNF18	zinc finger protein 18	
HGNC:12981	Approved	ZNF19	zinc finger protein 19	
HGNC:12992	Approved	ZNF20	zinc finger protein 20	
HGNC:13012	Approved	ZNF22	zinc finger protein 22	
HGNC:23509	Approved	ZNF22-AS1	ZNF22 antisense RNA 1	C10orf25
HGNC:13023	Approved	ZNF23	zinc finger protein 23	ZNF359
HGNC:13032	Approved	ZNF24	zinc finger protein 24	ZNF191
HGNC:55876	Approved	ZNF24TR	ZNF24 transcription regulator	
HGNC:13043	Approved	ZNF25	zinc finger protein 25	
HGNC:54109	Approved	ZNF25-DT	ZNF25 divergent transcript	
HGNC:13053	Approved	ZNF26	zinc finger protein 26	
HGNC:13073	Approved	ZNF28	zinc finger protein 28	
HGNC:13080	Approved	ZNF29P	zinc finger protein 29, pseudogene	ZNF29
HGNC:13090	Approved	ZNF30	zinc finger protein 30	
HGNC:51179	Approved	ZNF30-AS1	ZNF30 antisense RNA 1	
HGNC:13095	Approved	ZNF32	zinc finger protein 32	
HGNC:23577	Approved	ZNF32-AS1	ZNF32 antisense RNA 1	ZNF32OS1
HGNC:23593	Approved	ZNF32-AS2	ZNF32 antisense RNA 2	ZNF32OS2
HGNC:23583	Approved	ZNF32-AS3	ZNF32 antisense RNA 3	C10orf44
HGNC:13096	Approved	ZNF33A	zinc finger protein 33A	ZNF33
HGNC:13096	Approved	ZNF33A	zinc finger protein 33A	ZNF11A
HGNC:13097	Approved	ZNF33B	zinc finger protein 33B	ZNF11B
HGNC:44975	Approved	ZNF33BP1	zinc finger protein 33B pseudogene 1	
HGNC:30957	Approved	ZNF33CP	zinc finger protein 33C, pseudogene	ZNF33AP1
HGNC:13098	Approved	ZNF34	zinc finger protein 34	
HGNC:13099	Approved	ZNF35	zinc finger protein 35	
HGNC:13100	Entry Withdrawn	ZNF35P	zinc finger protein 35 pseudogene	
HGNC:13102	Approved	ZNF37A	zinc finger protein 37A	
HGNC:13103	Approved	ZNF37BP	zinc finger protein 37B, pseudogene	ZNF37B
HGNC:29445	Approved	ZNF37CP	zinc finger protein 37C, pseudogene	ZNF37C
HGNC:13107	Approved	ZNF41	zinc finger protein 41	
HGNC:13109	Approved	ZNF43	zinc finger protein 43	ZNF39L1
HGNC:13106	Entry Withdrawn	ZNF43L	zinc finger protein 43-like	ZNF39L2
HGNC:13110	Approved	ZNF44	zinc finger protein 44	ZNF58
HGNC:13110	Approved	ZNF44	zinc finger protein 44	ZNF55
HGNC:13111	Approved	ZNF45	zinc finger protein 45	ZNF13
HGNC:55308	Approved	ZNF45-AS1	ZNF45 antisense RNA 1	
HGNC:13114	Approved	ZNF48	zinc finger protein 48	ZNF553
HGNC:13119	Entry Withdrawn	ZNF53A	zinc finger protein 53A	
HGNC:13120	Entry Withdrawn	ZNF53B	zinc finger protein 53b	
HGNC:13121	Entry Withdrawn	ZNF54A	zinc finger protein 54a	
HGNC:13122	Entry Withdrawn	ZNF54B	zinc finger protein 54b	
HGNC:13124	Approved	ZNF56P	zinc finger protein 56, pseudogene	ZNF742
HGNC:13124	Approved	ZNF56P	zinc finger protein 56, pseudogene	ZNF56
HGNC:13125	Approved	ZNF57	zinc finger protein 57	ZNF424
HGNC:13127	Entry Withdrawn	ZNF59	zinc finger protein 59	
HGNC:13132	Entry Withdrawn	ZNF63	zinc finger protein 63	
HGNC:13135	Approved	ZNF66	zinc finger protein 66	ZNF66P
HGNC:13137	Entry Withdrawn	ZNF68	zinc finger protein 68	
HGNC:13138	Approved	ZNF69	zinc finger protein 69	
HGNC:13140	Approved	ZNF70	zinc finger protein 70	
HGNC:13846	Approved	ZNF70P1	zinc finger protein 70 pseudogene 1	ZNF314P
HGNC:13141	Approved	ZNF71	zinc finger protein 71	
HGNC:54974	Approved	ZNF72AP	zinc finger protein 72A, pseudogene	
HGNC:13142	Approved	ZNF72BP	zinc finger protein 72B, pseudogene	ZNF72
HGNC:13142	Approved	ZNF72BP	zinc finger protein 72B, pseudogene	ZNF72P
HGNC:13143	Approved	ZNF73P	zinc finger protein 73, pseudogene	ZNF186
HGNC:13143	Approved	ZNF73P	zinc finger protein 73, pseudogene	ZNF73
HGNC:13144	Approved	ZNF74	zinc finger protein 74	
HGNC:13146	Approved	ZNF75A	zinc finger protein 75A	
HGNC:13147	Approved	ZNF75BP	zinc finger protein 75B, pseudogene	ZNF75B
HGNC:13148	Approved	ZNF75CP	zinc finger protein 75C, pseudogene	ZNF75C
HGNC:13145	Approved	ZNF75D	zinc finger protein 75D	ZNF82
HGNC:13145	Approved	ZNF75D	zinc finger protein 75D	ZNF75
HGNC:13149	Approved	ZNF76	zinc finger protein 76	D6S229E
HGNC:13150	Approved	ZNF77	zinc finger protein 77	
HGNC:13152	Entry Withdrawn	ZNF78L2	zinc finger protein 78-like 2 (pT3)	
HGNC:13153	Approved	ZNF79	zinc finger protein 79	
HGNC:13155	Approved	ZNF80	zinc finger protein 80	
HGNC:13156	Approved	ZNF81	zinc finger protein 81	MRX45
HGNC:13158	Approved	ZNF83	zinc finger protein 83	ZNF816B
HGNC:13159	Approved	ZNF84	zinc finger protein 84	
HGNC:53355	Approved	ZNF84-DT	ZNF84 divergent transcript	
HGNC:13160	Approved	ZNF85	zinc finger protein 85	
HGNC:13161	Entry Withdrawn	ZNF86	zinc finger protein 86 (HPF5)	
HGNC:13162	Entry Withdrawn	ZNF87	zinc finger protein 87 (HPF6)	
HGNC:13163	Entry Withdrawn	ZNF88	zinc finger protein 88 (HPF8)	
HGNC:13165	Approved	ZNF90	zinc finger protein 90	
HGNC:12888	Approved	ZNF90P1	zinc finger protein 90 pseudogene 1	ZNF108
HGNC:12888	Approved	ZNF90P1	zinc finger protein 90 pseudogene 1	ZNF108P
HGNC:21687	Approved	ZNF90P2	zinc finger protein 90 pseudogene 2	ZNF463P
HGNC:39882	Approved	ZNF90P3	zinc finger protein 90 pseudogene 3	
HGNC:13166	Approved	ZNF91	zinc finger protein 91	
HGNC:13168	Approved	ZNF92	zinc finger protein 92	
HGNC:39553	Approved	ZNF92P1Y	zinc finger protein 92 pseudogene 1, Y-linked	
HGNC:39554	Approved	ZNF92P2	zinc finger protein 92 pseudogene 2	
HGNC:13169	Approved	ZNF93	zinc finger protein 93	ZNF505
HGNC:13170	Entry Withdrawn	ZNF94	zinc finger protein 94	
HGNC:13171	Entry Withdrawn	ZNF95	zinc finger protein 95 (F13463)	
HGNC:13173	Entry Withdrawn	ZNF97	zinc finger protein 97 (F6644)	
HGNC:13174	Approved	ZNF98	zinc finger protein 98	
HGNC:13175	Approved	ZNF99	zinc finger protein 99	C19orf9
HGNC:12880	Approved	ZNF100	zinc finger protein 100	
HGNC:12881	Approved	ZNF101	zinc finger protein 101	
HGNC:44940	Approved	ZNF101P1	zinc finger protein 101 pseudogene 1	
HGNC:44942	Approved	ZNF101P2	zinc finger protein 101 pseudogene 2	
HGNC:12882	Entry Withdrawn	ZNF102	zinc finger protein 102 (Y3)	
HGNC:12883	Entry Withdrawn	ZNF103	zinc finger protein 103 (Y4)	
HGNC:12884	Entry Withdrawn	ZNF104	zinc finger protein 104 (Y5)	
HGNC:12885	Entry Withdrawn	ZNF105	zinc finger protein 105 (Y6)	
HGNC:12886	Approved	ZNF106	zinc finger protein 106	ZFP106
HGNC:12887	Approved	ZNF107	zinc finger protein 107	ZNF588
HGNC:12889	Entry Withdrawn	ZNF109	zinc finger protein 109 (Y10)	
HGNC:12890	Entry Withdrawn	ZNF110	zinc finger protein 110 (Y11)	
HGNC:12891	Entry Withdrawn	ZNF111	zinc finger protein 111 (Y13)	
HGNC:12892	Approved	ZNF112	zinc finger protein 112	ZFP112
HGNC:12892	Approved	ZNF112	zinc finger protein 112	ZNF228
HGNC:12893	Entry Withdrawn	ZNF113	zinc finger protein 113 (Y17)	
HGNC:12894	Approved	ZNF114	zinc finger protein 114	
HGNC:53930	Approved	ZNF114-AS1	ZNF114 antisense RNA 1	
HGNC:23771	Approved	ZNF114P1	zinc finger protein 114 pseudogene 1	
HGNC:12896	Entry Withdrawn	ZNF116	zinc finger protein 116 (Y21)	
HGNC:12897	Approved	ZNF117	zinc finger protein 117	
HGNC:12898	Entry Withdrawn	ZNF118	zinc finger protein 118 (Y12)	
HGNC:12899	Entry Withdrawn	ZNF119	zinc finger protein 119 (Y15)	
HGNC:12903	Entry Withdrawn	ZNF120	zinc finger protein 120 (Y16)	
HGNC:12904	Approved	ZNF121	zinc finger protein 121	D19S204
HGNC:12905	Entry Withdrawn	ZNF122	zinc finger protein 122	
HGNC:12906	Approved	ZNF123P	zinc finger protein 123, pseudogene	ZNF123
HGNC:12907	Approved	ZNF124	zinc finger protein 124	
HGNC:12908	Entry Withdrawn	ZNF125	zinc finger protein 125	
HGNC:12909	Entry Withdrawn	ZNF126	zinc finger protein 126	
HGNC:12911	Entry Withdrawn	ZNF128	zinc finger protein 128 (HZF-4)	
HGNC:12912	Entry Withdrawn	ZNF129	zinc finger protein 129 (HZF-5)	
HGNC:12914	Entry Withdrawn	ZNF130	zinc finger protein 130 (HZF-6)	
HGNC:12915	Approved	ZNF131	zinc finger protein 131	
HGNC:12916	Approved	ZNF132	zinc finger protein 132	
HGNC:55273	Approved	ZNF132-DT	ZNF132 divergent transcript	
HGNC:12917	Approved	ZNF133	zinc finger protein 133	ZNF150
HGNC:40618	Approved	ZNF133-AS1	ZNF133 antisense RNA 1	
HGNC:12918	Approved	ZNF134	zinc finger protein 134	
HGNC:12919	Approved	ZNF135	zinc finger protein 135	ZNF61
HGNC:12919	Approved	ZNF135	zinc finger protein 135	ZNF78L1
HGNC:12920	Approved	ZNF136	zinc finger protein 136	
HGNC:12921	Approved	ZNF137P	zinc finger protein 137, pseudogene	ZNF137
HGNC:12922	Approved	ZNF138	zinc finger protein 138	
HGNC:12925	Approved	ZNF140	zinc finger protein 140	
HGNC:12926	Approved	ZNF141	zinc finger protein 141	D4S90
HGNC:12927	Approved	ZNF142	zinc finger protein 142	
HGNC:12928	Approved	ZNF143	zinc finger protein 143	
HGNC:12931	Approved	ZNF146	zinc finger protein 146	
HGNC:12933	Approved	ZNF148	zinc finger protein 148	
HGNC:12934	Entry Withdrawn	ZNF149	zinc finger protein 149	
HGNC:12937	Entry Withdrawn	ZNF152	zinc finger protein 152	
HGNC:12938	Entry Withdrawn	ZNF153	zinc finger protein 153	
HGNC:12939	Approved	ZNF154	zinc finger protein 154	
HGNC:12940	Approved	ZNF155	zinc finger protein 155	
HGNC:12941	Entry Withdrawn	ZNF156	zinc finger protein 156	
HGNC:12942	Approved	ZNF157	zinc finger protein 157	
HGNC:12943	Entry Withdrawn	ZNF158	zinc finger protein 158	
HGNC:12944	Entry Withdrawn	ZNF159	zinc finger protein 159	
HGNC:12948	Approved	ZNF160	zinc finger protein 160	
HGNC:12952	Entry Withdrawn	ZNF164	zinc finger protein 164	
HGNC:12953	Approved	ZNF165	zinc finger protein 165	
HGNC:12957	Approved	ZNF169	zinc finger protein 169	
HGNC:12959	Entry Withdrawn	ZNF170	zinc finger protein 170	
HGNC:12960	Entry Withdrawn	ZNF171	zinc finger protein 171 (clone 165)	
HGNC:12961	Entry Withdrawn	ZNF172	zinc finger protein 172 (clone 130)	
HGNC:12963	Approved	ZNF174	zinc finger protein 174	
HGNC:12964	Approved	ZNF175	zinc finger protein 175	
HGNC:12966	Approved	ZNF177	zinc finger protein 177	
HGNC:12970	Approved	ZNF180	zinc finger protein 180	
HGNC:12971	Approved	ZNF181	zinc finger protein 181	
HGNC:13001	Approved	ZNF182	zinc finger protein 182	ZNF21
HGNC:12973	Entry Withdrawn	ZNF182L	zinc finger protein 182-like	
HGNC:12975	Approved	ZNF184	zinc finger protein 184	
HGNC:12976	Approved	ZNF185	zinc finger protein 185 with LIM domain	
HGNC:13988	Entry Withdrawn	ZNF187P1	zinc finger protein 187 pseudogene 1	
HGNC:12979	Entry Withdrawn	ZNF188	zinc finger protein 188	
HGNC:12980	Approved	ZNF189	zinc finger protein 189	
HGNC:12985	Entry Withdrawn	ZNF194	zinc finger protein 194	
HGNC:12986	Approved	ZNF195	zinc finger protein 195	
HGNC:12987	Entry Withdrawn	ZNF196	zinc finger protein 196	
HGNC:12988	Approved	ZNF197	zinc finger protein 197	ZNF166
HGNC:40620	Approved	ZNF197-AS1	ZNF197 antisense RNA 1	
HGNC:12990	Entry Withdrawn	ZNF199	zinc finger protein 199	
HGNC:12993	Approved	ZNF200	zinc finger protein 200	
HGNC:12994	Approved	ZNF202	zinc finger protein 202	
HGNC:12995	Approved	ZNF204P	zinc finger protein 204, pseudogene	ZNF204
HGNC:12995	Approved	ZNF204P	zinc finger protein 204, pseudogene	ZNF315P
HGNC:12996	Approved	ZNF205	zinc finger protein 205	ZNF210
HGNC:28586	Approved	ZNF205-AS1	ZNF205 antisense RNA 1	
HGNC:12998	Approved	ZNF207	zinc finger protein 207	
HGNC:12999	Approved	ZNF208	zinc finger protein 208	
HGNC:13000	Approved	ZNF209P	zinc finger protein 209, pseudogene	ZNF209
HGNC:13003	Approved	ZNF211	zinc finger protein 211	
HGNC:13004	Approved	ZNF212	zinc finger protein 212	
HGNC:13005	Approved	ZNF213	zinc finger protein 213	
HGNC:50505	Approved	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head)	
HGNC:13006	Approved	ZNF214	zinc finger protein 214	
HGNC:13007	Approved	ZNF215	zinc finger protein 215	
HGNC:13009	Approved	ZNF217	zinc finger protein 217	
HGNC:56842	Approved	ZNF217-AS1	ZNF217 antisense RNA 1	
HGNC:13011	Approved	ZNF219	zinc finger protein 219	
HGNC:13014	Approved	ZNF221	zinc finger protein 221	
HGNC:13015	Approved	ZNF222	zinc finger protein 222	
HGNC:55310	Approved	ZNF222-DT	ZNF222 divergent transcript	
HGNC:13016	Approved	ZNF223	zinc finger protein 223	
HGNC:13017	Approved	ZNF224	zinc finger protein 224	ZNF255
HGNC:13017	Approved	ZNF224	zinc finger protein 224	ZNF27
HGNC:13018	Approved	ZNF225	zinc finger protein 225	
HGNC:55916	Approved	ZNF225-AS1	ZNF225 and ZNF224 antisense RNA 1	
HGNC:13019	Approved	ZNF226	zinc finger protein 226	
HGNC:13020	Approved	ZNF227	zinc finger protein 227	
HGNC:13022	Approved	ZNF229	zinc finger protein 229	
HGNC:13024	Approved	ZNF230	zinc finger protein 230	
HGNC:55316	Approved	ZNF230-DT	ZNF230 divergent transcript	
HGNC:13026	Approved	ZNF232	zinc finger protein 232	
HGNC:40623	Approved	ZNF232-AS1	ZNF232 antisense RNA 1	
HGNC:30946	Approved	ZNF233	zinc finger protein 233	
HGNC:13027	Approved	ZNF234	zinc finger protein 234	ZNF269
HGNC:12866	Approved	ZNF235	zinc finger protein 235	ZNF270
HGNC:12866	Approved	ZNF235	zinc finger protein 235	ZFP93
HGNC:13028	Approved	ZNF236	zinc finger protein 236	
HGNC:53779	Approved	ZNF236-DT	ZNF236 divergent transcript	
HGNC:13031	Approved	ZNF239	zinc finger protein 239	
HGNC:13033	Entry Withdrawn	ZNF240	zinc finger protein 240	
HGNC:13034	Entry Withdrawn	ZNF241	zinc finger protein 241	
HGNC:13035	Entry Withdrawn	ZNF242	zinc finger protein 242	
HGNC:13037	Entry Withdrawn	ZNF244	zinc finger protein 244	
HGNC:13038	Entry Withdrawn	ZNF245	zinc finger protein 245	
HGNC:13039	Entry Withdrawn	ZNF246	zinc finger protein 246	
HGNC:13040	Entry Withdrawn	ZNF247	zinc finger protein 247	
HGNC:13041	Approved	ZNF248	zinc finger protein 248	
HGNC:56681	Approved	ZNF248-AS1	ZNF248 antisense RNA 1	
HGNC:13042	Entry Withdrawn	ZNF249	zinc finger protein 249	
HGNC:13044	Approved	ZNF250	zinc finger protein 250	ZNF647
HGNC:13045	Approved	ZNF251	zinc finger protein 251	
HGNC:13046	Approved	ZNF252P	zinc finger protein 252, pseudogene	ZNF252
HGNC:27821	Approved	ZNF252P-AS1	ZNF252P antisense RNA 1	C8orf77
HGNC:13497	Approved	ZNF253	zinc finger protein 253	ZNF411
HGNC:13047	Approved	ZNF254	zinc finger protein 254	ZNF91L
HGNC:13047	Approved	ZNF254	zinc finger protein 254	ZNF539
HGNC:13049	Approved	ZNF256	zinc finger protein 256	
HGNC:13498	Approved	ZNF257	zinc finger protein 257	
HGNC:13499	Approved	ZNF260	zinc finger protein 260	
HGNC:13056	Approved	ZNF263	zinc finger protein 263	
HGNC:13057	Approved	ZNF264	zinc finger protein 264	
HGNC:13059	Approved	ZNF266	zinc finger protein 266	
HGNC:13060	Approved	ZNF267	zinc finger protein 267	
HGNC:13061	Approved	ZNF268	zinc finger protein 268	
HGNC:13065	Approved	ZNF271P	zinc finger protein 271, pseudogene	ZNF271
HGNC:13067	Approved	ZNF273	zinc finger protein 273	
HGNC:13068	Approved	ZNF274	zinc finger protein 274	
HGNC:13069	Approved	ZNF275	zinc finger protein 275	
HGNC:23330	Approved	ZNF276	zinc finger protein 276	ZFP276
HGNC:13070	Approved	ZNF277	zinc finger protein 277	ZNF277P
HGNC:55828	Approved	ZNF277-AS1	ZNF277 antisense RNA 1	
HGNC:18597	Approved	ZNF280A	zinc finger protein 280A	ZNF280
HGNC:18597	Approved	ZNF280A	zinc finger protein 280A	SUHW1
HGNC:23022	Approved	ZNF280B	zinc finger protein 280B	ZNF279
HGNC:23022	Approved	ZNF280B	zinc finger protein 280B	SUHW2
HGNC:25955	Approved	ZNF280C	zinc finger protein 280C	SUHW3
HGNC:25953	Approved	ZNF280D	zinc finger protein 280D	SUHW4
HGNC:13075	Approved	ZNF281	zinc finger protein 281	
HGNC:13076	Approved	ZNF282	zinc finger protein 282	
HGNC:13077	Approved	ZNF283	zinc finger protein 283	
HGNC:13078	Approved	ZNF284	zinc finger protein 284	
HGNC:13079	Approved	ZNF285	zinc finger protein 285	ZNF285A
HGNC:33262	Approved	ZNF285BP	zinc finger protein 285B, pseudogene	ZNF285B
HGNC:33228	Approved	ZNF285CP	zinc finger protein 285C, pseudogene	ZNF806
HGNC:51790	Approved	ZNF285DP	zinc finger protein 285D, pseudogene	
HGNC:13501	Approved	ZNF286A	zinc finger protein 286A	ZNF286
HGNC:55384	Approved	ZNF286A-TBC1D26	ZNF286A-TBC1D26 readthrough (NMD candidate)	
HGNC:33241	Approved	ZNF286B	zinc finger protein 286B (pseudogene)	ZNF286L
HGNC:33241	Approved	ZNF286B	zinc finger protein 286B (pseudogene)	ZNF286C
HGNC:13502	Approved	ZNF287	zinc finger protein 287	
HGNC:18410	Approved	ZNF292	zinc finger protein 292	
HGNC:23130	Approved	ZNF295-AS1	ZNF295 antisense RNA 1	C21orf121
HGNC:23130	Approved	ZNF295-AS1	ZNF295 antisense RNA 1	NCRNA00318
HGNC:15981	Approved	ZNF296	zinc finger protein 296	ZNF342
HGNC:13088	Approved	ZNF299P	zinc finger protein 299, pseudogene	ZNF299
HGNC:13088	Approved	ZNF299P	zinc finger protein 299, pseudogene	ZNF299P1
HGNC:13091	Approved	ZNF300	zinc finger protein 300	
HGNC:27032	Approved	ZNF300P1	zinc finger protein 300 pseudogene 1	
HGNC:13092	Entry Withdrawn	ZNF301	zinc finger protein 301	
HGNC:13848	Approved	ZNF302	zinc finger protein 302	
HGNC:13505	Approved	ZNF304	zinc finger protein 304	
HGNC:13847	Approved	ZNF311	zinc finger protein 311	
HGNC:13843	Approved	ZNF316	zinc finger protein 316	
HGNC:13507	Approved	ZNF317	zinc finger protein 317	
HGNC:31062	Approved	ZNF317P1	zinc finger protein 317 pseudogene 1	
HGNC:13578	Approved	ZNF318	zinc finger protein 318	
HGNC:13644	Approved	ZNF319	zinc finger protein 319	
HGNC:13842	Approved	ZNF320	zinc finger protein 320	
HGNC:13827	Approved	ZNF321P	zinc finger protein 321, pseudogene	ZNF321
HGNC:23640	Approved	ZNF322	zinc finger protein 322	ZNF489
HGNC:23640	Approved	ZNF322	zinc finger protein 322	ZNF388
HGNC:23640	Approved	ZNF322	zinc finger protein 322	HCG12
HGNC:23640	Approved	ZNF322	zinc finger protein 322	ZNF322A
HGNC:14003	Approved	ZNF322P1	zinc finger protein 322 pseudogene 1	ZNF322
HGNC:14003	Approved	ZNF322P1	zinc finger protein 322 pseudogene 1	ZNF322B
HGNC:14096	Approved	ZNF324	zinc finger protein 324	
HGNC:33107	Approved	ZNF324B	zinc finger protein 324B	
HGNC:14104	Approved	ZNF326	zinc finger protein 326	
HGNC:14209	Approved	ZNF329	zinc finger protein 329	
HGNC:15462	Approved	ZNF330	zinc finger protein 330	
HGNC:15489	Approved	ZNF331	zinc finger protein 331	
HGNC:15624	Approved	ZNF333	zinc finger protein 333	
HGNC:15806	Approved	ZNF334	zinc finger protein 334	
HGNC:15807	Approved	ZNF335	zinc finger protein 335	
HGNC:15809	Approved	ZNF337	zinc finger protein 337	
HGNC:40759	Approved	ZNF337-AS1	ZNF337 antisense RNA 1	
HGNC:15992	Approved	ZNF341	zinc finger protein 341	
HGNC:50736	Approved	ZNF341-AS1	ZNF341 antisense RNA 1	
HGNC:16017	Approved	ZNF343	zinc finger protein 343	
HGNC:16367	Approved	ZNF345	zinc finger protein 345	
HGNC:16403	Approved	ZNF346	zinc finger protein 346	
HGNC:41423	Approved	ZNF346-IT1	ZNF346 intronic transcript 1	
HGNC:16447	Approved	ZNF347	zinc finger protein 347	
HGNC:16656	Approved	ZNF350	zinc finger protein 350	
HGNC:48598	Approved	ZNF350-AS1	ZNF350 antisense RNA 1	HCCAT3
HGNC:11628	Approved	ZNF354A	zinc finger protein 354A	TCF17
HGNC:17197	Approved	ZNF354B	zinc finger protein 354B	
HGNC:16736	Approved	ZNF354C	zinc finger protein 354C	
HGNC:17218	Approved	ZNF355P	zinc finger protein 355, pseudogene	ZNF834
HGNC:16838	Approved	ZNF358	zinc finger protein 358	
HGNC:18079	Approved	ZNF362	zinc finger protein 362	
HGNC:18194	Approved	ZNF365	zinc finger protein 365	
HGNC:18316	Approved	ZNF366	zinc finger protein 366	
HGNC:18320	Approved	ZNF367	zinc finger protein 367	
HGNC:17409	Approved	ZNF382	zinc finger protein 382	
HGNC:18609	Approved	ZNF383	zinc finger protein 383	
HGNC:11955	Approved	ZNF384	zinc finger protein 384	TNRC1
HGNC:25101	Entry Withdrawn	ZNF384OS	zinc finger protein 384 opposite strand	
HGNC:17521	Approved	ZNF385A	zinc finger protein 385A	ZNF385
HGNC:26332	Approved	ZNF385B	zinc finger protein 385B	ZNF533
HGNC:33722	Approved	ZNF385C	zinc finger protein 385C	
HGNC:26191	Approved	ZNF385D	zinc finger protein 385D	ZNF659
HGNC:41136	Approved	ZNF385D-AS1	ZNF385D antisense RNA 1	
HGNC:42420	Approved	ZNF385D-AS2	ZNF385D antisense RNA 2	
HGNC:18779	Approved	ZNF391	zinc finger protein 391	
HGNC:18832	Approved	ZNF394	zinc finger protein 394	
HGNC:18737	Approved	ZNF395	zinc finger protein 395	
HGNC:18824	Approved	ZNF396	zinc finger protein 396	
HGNC:18818	Approved	ZNF397	zinc finger protein 397	ZNF47
HGNC:18373	Approved	ZNF398	zinc finger protein 398	
HGNC:19292	Approved	ZNF402P	zinc finger protein 402, pseudogene	
HGNC:19417	Approved	ZNF404	zinc finger protein 404	
HGNC:19904	Approved	ZNF407	zinc finger protein 407	
HGNC:44331	Approved	ZNF407-AS1	ZNF407 antisense RNA 1	LINC00909
HGNC:20041	Approved	ZNF408	zinc finger protein 408	
HGNC:20144	Approved	ZNF410	zinc finger protein 410	
HGNC:20630	Approved	ZNF414	zinc finger protein 414	
HGNC:20636	Approved	ZNF415	zinc finger protein 415	
HGNC:49869	Approved	ZNF415P1	zinc finger protein 415 pseudogene 1	
HGNC:20645	Approved	ZNF416	zinc finger protein 416	
HGNC:20646	Approved	ZNF417	zinc finger protein 417	
HGNC:20647	Approved	ZNF418	zinc finger protein 418	
HGNC:20648	Approved	ZNF419	zinc finger protein 419	ZNF419A
HGNC:20649	Approved	ZNF420	zinc finger protein 420	
HGNC:16762	Approved	ZNF423	zinc finger protein 423	
HGNC:20690	Approved	ZNF425	zinc finger protein 425	
HGNC:20725	Approved	ZNF426	zinc finger protein 426	
HGNC:53777	Approved	ZNF426-DT	ZNF426 divergent transcript	
HGNC:20804	Approved	ZNF428	zinc finger protein 428	C19orf37
HGNC:20817	Approved	ZNF429	zinc finger protein 429	
HGNC:20808	Approved	ZNF430	zinc finger protein 430	
HGNC:20809	Approved	ZNF431	zinc finger protein 431	
HGNC:20810	Approved	ZNF432	zinc finger protein 432	
HGNC:20811	Approved	ZNF433	zinc finger protein 433	
HGNC:53776	Approved	ZNF433-AS1	ZNF433 and ZNF878 antisense RNA 1	
HGNC:20814	Approved	ZNF436	zinc finger protein 436	
HGNC:25122	Approved	ZNF436-AS1	ZNF436 antisense RNA 1	C1orf213
HGNC:21029	Approved	ZNF438	zinc finger protein 438	
HGNC:20873	Approved	ZNF439	zinc finger protein 439	
HGNC:20874	Approved	ZNF440	zinc finger protein 440	
HGNC:20875	Approved	ZNF441	zinc finger protein 441	
HGNC:20877	Approved	ZNF442	zinc finger protein 442	
HGNC:20878	Approved	ZNF443	zinc finger protein 443	
HGNC:16052	Approved	ZNF444	zinc finger protein 444	
HGNC:35157	Approved	ZNF444P1	zinc finger protein 444 pseudogene 1	ZNF864P
HGNC:21018	Approved	ZNF445	zinc finger protein 445	ZNF168
HGNC:21036	Approved	ZNF446	zinc finger protein 446	
HGNC:21039	Approved	ZNF449	zinc finger protein 449	
HGNC:21091	Approved	ZNF451	zinc finger protein 451	
HGNC:53824	Approved	ZNF451-AS1	ZNF451 regulatory antisense RNA 1	
HGNC:21200	Approved	ZNF454	zinc finger protein 454	
HGNC:55213	Approved	ZNF454-DT	ZNF454 divergent transcript	
