gene	pHaplo	Approved_Symbol	HGNC_ID
PLA2R1	0.195709405869299	PLA2R1	HGNC:9042
CBWD6	0.0856834634399249	ZNG1F	HGNC:31978
HILPDA	0.196084425980858	HILPDA	HGNC:28859
C9orf141	0.196060555882515	LINC02692	HGNC:18147
SLAMF7	0.137167371243444	SLAMF7	HGNC:21394
RNASE10	0.0354650969103439	RNASE10	HGNC:19275
ZNF649	0.195954855769688	ZNF649	HGNC:25741
RHAG	0.0993357375182574	RHAG	HGNC:10006
TCP11	0.164667195865201	TCP11	HGNC:11658
KLK12	0.163960873239683	KLK12	HGNC:6360
AGTR1	0.195714343209788	AGTR1	HGNC:336
TMPRSS11B	0.152104125853563	TMPRSS11B	HGNC:25398
GK5	0.195619605185655	GK5	HGNC:28635
FSBP	0.178264435913012	FSBP	HGNC:43653
LRRC66	0.0423571325552026	LRRC66	HGNC:34299
FXN	0.195507917454452	FXN	HGNC:3951
MUC13	0.195426474192632	MUC13	HGNC:7511
CHCHD10	0.195378325398211	CHCHD10	HGNC:15559
WDR54	0.107031275612721	WDR54	HGNC:25770
BLOC1S1	0.0941052619015989	BLOC1S1	HGNC:4200
TVP23A	0.195151717391363	TVP23A	HGNC:20398
SH2D1B	0.0944763650506569	SH2D1B	HGNC:30416
GPSM2	0.094513887823339	GPSM2	HGNC:29501
UCP3	0.195078596688401	UCP3	HGNC:12519
SIGLEC15	0.195030710884731	SIGLEC15	HGNC:27596
SLC22A9	0.02834375221006	SLC22A9	HGNC:16261
ZNF558	0.194981191161506	ZNF558	HGNC:26422
MS4A6E	0.0465328294081387	MS4A6E	HGNC:14285
SPC24	0.146513052370776	SPC24	HGNC:26913
CCDC126	0.194938072461097	CCDC126	HGNC:22398
C8orf87	0.148004144120818	LINC02906	HGNC:42974
CDH12	0.178275726211777	CDH12	HGNC:1751
LYPD6	0.135773209956313	LYPD6	HGNC:28751
TVP23C-CDRT4	0.1475378815821	TVP23C-CDRT4	HGNC:42961
ACTL9	0.194670746927987	ACTL9	HGNC:28494
IZUMO4	0.194662584760071	IZUMO4	HGNC:26950
UCN2	0.111706178247071	UCN2	HGNC:18414
LILRB5	0.19455129575444	LILRB5	HGNC:6609
GPR39	0.194545779582939	GPR39	HGNC:4496
LENEP	0.0924543104489615	LENEP	HGNC:14429
CCDC23	0.191796350176127	SVBP	HGNC:29204
RPF2	0.194378789626024	RPF2	HGNC:20870
DEFB134	0.19433011950832	DEFB134	HGNC:32399
RNF182	0.194281586290743	RNF182	HGNC:28522
COL28A1	0.194218911062202	COL28A1	HGNC:22442
THAP2	0.194186272462194	THAP2	HGNC:20854
AQPEP	0.194038123437836	LVRN	HGNC:26904
ZNF92	0.0757865715108393	ZNF92	HGNC:13168
CTAGE15	0.0904464865076536	CTAGE15	HGNC:37295
MRGPRX2	0.104910268519161	MRGPRX2	HGNC:17983
PRAMEF22	0.0378752774124621	PRAMEF22	HGNC:34393
MUC3A	0.106412556841076	MUC3A	HGNC:7513
PDE11A	0.193710817813016	PDE11A	HGNC:8773
SLC26A7	0.124573723773906	SLC26A7	HGNC:14467
OR1Q1	0.0138148253863552	OR1Q1	HGNC:8223
ZPBP	0.193477345296947	ZPBP	HGNC:15662
C10orf95	0.186535488714312	C10orf95	HGNC:25880
ZFP42	0.193311446143888	ZFP42	HGNC:30949
PARP15	0.107879291046797	PARP15	HGNC:26876
ZNF266	0.193201890560665	ZNF266	HGNC:13059
SLC15A2	0.126045872453479	SLC15A2	HGNC:10921
CD8B	0.0632572979713191	CD8B	HGNC:1707
ZNF200	0.192812589985847	ZNF200	HGNC:12993
FBXW5	0.138865948103272	FBXW5	HGNC:13613
PBOV1	0.192715837838981	PBOV1	HGNC:21079
PTGES3L-AARSD1	0.0545736762928393	PTGES3L-AARSD1	HGNC:43946
IL18BP	0.089496065256265	IL18BP	HGNC:5987
SLC38A9	0.120808647275987	SLC38A9	HGNC:26907
ANKRD42	0.180938017366395	ANKRD42	HGNC:26752
PIFO	0.0683442191023652	CIMAP3	HGNC:27009
CATSPERD	0.192409410559299	CATSPERD	HGNC:28598
ZNF471	0.192179301101564	ZNF471	HGNC:23226
SHD	0.192165892824166	SHD	HGNC:30633
RBBP9	0.192160395938092	RBBP9	HGNC:9892
LRIF1	0.0859637860597233	LRIF1	HGNC:30299
NANOS2	0.168635487413048	NANOS2	HGNC:23292
PIF1	0.1671208399207	PIF1	HGNC:26220
CDCP2	0.0904153290585303	CDCP2	HGNC:27297
MLLT11	0.113861358278446	MLLT11	HGNC:16997
NQO1	0.191788230955522	NQO1	HGNC:2874
C3orf27	0.112989546344945	LINC01565	HGNC:17099
BSND	0.191657713580022	BSND	HGNC:16512
FABP9	0.191647624157174	FABP9	HGNC:3563
MRPS21	0.0595326807909288	MRPS21	HGNC:14046
C20orf144	0.0880291704928336	C20orf144	HGNC:16137
SSBP4	0.12983421284462	SSBP4	HGNC:15676
CD200R1	0.191325854200462	CD200R1	HGNC:24235
HBE1	0.191268672076152	HBE1	HGNC:4830
ZNF284	0.122346574079408	ZNF284	HGNC:13078
CLCC1	0.191178920239888	CLCC1	HGNC:29675
CCL1	0.191083635822815	CCL1	HGNC:10609
NAPRT1	0.147148848177698	NAPRT	HGNC:30450
NOX3	0.13453654479035	NOX3	HGNC:7890
LAIR2	0.128009855548106	LAIR2	HGNC:6478
RNF151	0.190918343921585	RNF151	HGNC:23235
SRMS	0.190888109218766	SRMS	HGNC:11298
CHIT1	0.144489656212864	CHIT1	HGNC:1936
GINS4	0.190774582654561	GINS4	HGNC:28226
OR10H1	0.0185241271999351	OR10H1	HGNC:8172
SEMG2	0.0592474745205586	SEMG2	HGNC:10743
GTSCR1	0.190503753357492	GTSCR1	HGNC:18406
PADI3	0.159481436085457	PADI3	HGNC:18337
FAM111B	0.107118683296585	FAM111B	HGNC:24200
GLIPR1	0.190446884141396	GLIPR1	HGNC:17001
TEX22	0.190415905476551	TEX22	HGNC:40026
TOR1AIP1	0.186489410618304	TOR1AIP1	HGNC:29456
DNASE2B	0.124229921980256	DNASE2B	HGNC:28875
FABP12	0.190340020792519	FABP12	HGNC:34524
LRRN3	0.0915968710249655	LRRN3	HGNC:17200
IL18R1	0.0624758485156967	IL18R1	HGNC:5988
ZNF577	0.190237316775382	ZNF577	HGNC:28673
DSEL	0.190157340616554	DSEL	HGNC:18144
ARHGEF35	0.155783522241312	ARHGEF35	HGNC:33846
KCTD18	0.190006418058946	KCTD18	HGNC:26446
KLRC4-KLRK1	0.189983936908611	KLRC4-KLRK1	HGNC:48357
GRM6	0.189905053198782	GRM6	HGNC:4598
FAM218A	0.189840374986743	FAM218A	HGNC:26466
C2orf27B	0.0990626034966011	CDRT15P3	HGNC:33824
C7orf63	0.189810452221541	CFAP69	HGNC:26107
MRPL48	0.0890781583236452	MRPL48	HGNC:16653
IFNA5	0.131276683049325	IFNA5	HGNC:5426
WBSCR27	0.0699659641897927	METTL27	HGNC:19068
SLC25A20	0.131444884877856	SLC25A20	HGNC:1421
PCDHGA1	0.189526650881106	PCDHGA1	HGNC:8696
PRAMEF7	0.0835935853234825	PRAMEF7	HGNC:28415
OR10V1	0.0263999755767485	OR10V1	HGNC:15136
SPTSSB	0.189412440949544	SPTSSB	HGNC:24045
LCA5	0.189380103931249	LCA5	HGNC:31923
MUC17	0.0921222069897076	MUC17	HGNC:16800
CDRT15L2	0.0743469089091553	CDRT15L2	HGNC:34075
ZPLD1	0.0743673986076231	ZPLD1	HGNC:27022
SLAMF6	0.105306344963608	SLAMF6	HGNC:21392
UPK1B	0.0962471162238642	UPK1B	HGNC:12578
SELRC1	0.18895301512675	COA7	HGNC:25716
RTDR1	0.13006114546224	RSPH14	HGNC:13437
OGDHL	0.136147950348433	OGDHL	HGNC:25590
TNFRSF10D	0.0514321555357245	TNFRSF10D	HGNC:11907
AMY2B	0.173577902278438	AMY2B	HGNC:478
C15orf52	0.188643665930734	CCDC9B	HGNC:33488
HIST1H2BN	0.188635927616136	H2BC15	HGNC:4749
CALML4	0.180322334697907	CALML4	HGNC:18445
PSAPL1	0.173376081921412	PSAPL1	HGNC:33131
TP53TG3D	0.0639441016478492	TP53TG3D	HGNC:44657
PRR4	0.188271589177332	PRR4	HGNC:18020
PFN4	0.188250886539182	PFN4	HGNC:31103
PRAMEF3	0.140763936681175	PRAMEF3	HGNC:14087
DNAJC18	0.179378536486595	DNAJC18	HGNC:28429
ABHD1	0.113916045648845	ABHD1	HGNC:17553
MRO	0.188051986798032	MRO	HGNC:24121
MSMB	0.0561090185118934	MSMB	HGNC:7372
HTR3E	0.0287657614894885	HTR3E	HGNC:24005
SLC25A34	0.140335897317646	SLC25A34	HGNC:27653
OR2F2	0.0483349769252349	OR2F2	HGNC:8247
CARD16	0.18780514528414	CARD16	HGNC:33701
ATP6V1G3	0.183240389327746	ATP6V1G3	HGNC:18265
MDH1B	0.166731388486389	MDH1B	HGNC:17836
GOLGA8Q	0.0679673053115488	GOLGA8Q	HGNC:44408
CD300LB	0.187626963364059	CD300LB	HGNC:30811
GRXCR2	0.140268204298089	GRXCR2	HGNC:33862
UPK3BL	0.167042029109727	UPK3BL1	HGNC:37278
UBE2T	0.163298348044122	UBE2T	HGNC:25009
POLR2K	0.187298173391392	POLR2K	HGNC:9198
ALG10	0.187297106575403	ALG10	HGNC:23162
OTOF	0.171834105683374	OTOF	HGNC:8515
ZFP82	0.18716331153015	ZFP82	HGNC:28682
KRTAP10-3	0.187075291933544	KRTAP10-3	HGNC:22968
KCNRG	0.0661878864420629	KCNRG	HGNC:18893
CCRL2	0.117906013023587	CCRL2	HGNC:1612
ANG	0.149152348937191	ANG	HGNC:483
SAMSN1	0.186834143285423	SAMSN1	HGNC:10528
SLC22A14	0.0786210155847459	SLC22A14	HGNC:8495
EIF5A2	0.172928144588894	EIF5A2	HGNC:3301
ANKRD55	0.0717533174138194	ANKRD55	HGNC:25681
ADAM32	0.0854873665494234	ADAM32	HGNC:15479
RBM43	0.186475840995879	RBM43	HGNC:24790
ZNF101	0.142399848985527	ZNF101	HGNC:12881
SLC5A7	0.130477911590467	SLC5A7	HGNC:14025
C15orf53	0.18639071439827	LINC02694	HGNC:33796
C1D	0.124256072562204	C1D	HGNC:29911
PAAF1	0.18626013763108	PAAF1	HGNC:25687
FAM26F	0.186182641074728	CALHM6	HGNC:33391
CLDN18	0.186150659772603	CLDN18	HGNC:2039
GOLGA8I	0.0634548716999063	GOLGA8IP	HGNC:26660
OIP5	0.186130563567294	OIP5	HGNC:20300
CNTNAP3	0.172014702827356	CNTNAP3	HGNC:13834
MT4	0.16391947169004	MT4	HGNC:18705
PI16	0.185923546597435	PI16	HGNC:21245
C12orf42	0.16138666720391	C12orf42	HGNC:24729
C2orf62	0.160700675020159	CATIP	HGNC:25062
FRAT2	0.185840884162003	FRAT2	HGNC:16048
LIMS3L	0.0799179445863906	LIMS4	HGNC:39941
SRBD1	0.185686831896514	SRBD1	HGNC:25521
KRTAP10-1	0.0827269848530047	KRTAP10-1	HGNC:22966
HUS1	0.177097016244031	HUS1	HGNC:5309
TMEM30C	0.124764651385635	TMEM30CP	HGNC:30443
ACSM2B	0.0860361183108568	ACSM2B	HGNC:30931
FXYD5	0.131812066539089	FXYD5	HGNC:4029
GPR151	0.185569710088729	GPR151	HGNC:23624
SCGB2B2	0.12043449124594	SCGB2B2	HGNC:27616
MYL9	0.185544559098825	MYL9	HGNC:15754
MROH6	0.121597293605652	MROH6	HGNC:27814
ZNF33B	0.185472913659758	ZNF33B	HGNC:13097
KIAA1107	0.185364108401853	BTBD8	HGNC:21019
ATP5EP2	0.0849170580967441	ATP5F1EP2	HGNC:34026
KIFC2	0.185224101214861	KIFC2	HGNC:29530
ZNF573	0.158353890563169	ZNF573	HGNC:26420
IL5RA	0.163120288954037	IL5RA	HGNC:6017
ELF5	0.12766562649594	ELF5	HGNC:3320
SMCP	0.0638340120187617	SMCP	HGNC:6962
IL17D	0.138419318794476	IL17D	HGNC:5984
LIX1	0.184956935309819	LIX1	HGNC:18581
AGAP6	0.101981258135076	AGAP6	HGNC:23466
CGB2	0.0839203584063519	CGB2	HGNC:16722
C5orf34	0.184822830632297	C5orf34	HGNC:24738
A4GNT	0.124840548232627	A4GNT	HGNC:17968
LRGUK	0.155534355311822	LRGUK	HGNC:21964
S100A11	0.184696933408247	S100A11	HGNC:10488
CPZ	0.184677134500232	CPZ	HGNC:2333
CD5L	0.083605890319876	CD5L	HGNC:1690
NPFFR2	0.0226526613055959	NPFFR2	HGNC:4525
QRFPR	0.131645489353983	QRFPR	HGNC:15565
ARL9	0.0911278013809539	ARL9	HGNC:23592
MRPL30	0.103516634020331	MRPL30	HGNC:14036
C1orf158	0.184181151585352	CFAP107	HGNC:28567
SCGB1D2	0.0744128408223604	SCGB1D2	HGNC:18396
HIST1H2AB	0.184104695911361	H2AC4	HGNC:4734
PPP1R17	0.184075867336781	PPP1R17	HGNC:16973
MRAP	0.184003232837401	MRAP	HGNC:1304
GYPA	0.141149718824539	GYPA	HGNC:4702
OVOL3	0.164288780258619	OVOL3	HGNC:14186
IER2	0.183840165975591	IER2	HGNC:28871
TAC4	0.165785146822658	TAC4	HGNC:16641
RBP2	0.183791297187783	RBP2	HGNC:9920
CRIP3	0.1835287218851	CRIP3	HGNC:17751
IL17F	0.163847643091769	IL17F	HGNC:16404
RGS20	0.157074275262851	RGS20	HGNC:14600
RAB23	0.170399287536032	RAB23	HGNC:14263
FAM154A	0.183372710242395	SAXO1	HGNC:28566
ZNF546	0.126043434015888	ZNF546	HGNC:28671
C14orf39	0.183319736073293	C14orf39	HGNC:19849
FIBIN	0.183263026099537	FIBIN	HGNC:33747
PSG3	0.0295512319997205	PSG3	HGNC:9520
SLC39A4	0.183197765627246	SLC39A4	HGNC:17129
IQCF1	0.076926478622581	IQCF1	HGNC:28607
IGFBPL1	0.168553464463651	IGFBPL1	HGNC:20081
OR4K15	0.0117747378653281	OR4K15	HGNC:15353
TTC39B	0.11110028889413	TTC39B	HGNC:23704
UTP6	0.183100564705244	UTP6	HGNC:18279
ABHD12	0.106915269467303	ABHD12	HGNC:15868
HIST1H2BJ	0.183065884446553	H2BC11	HGNC:4761
LY6G6E	0.183040013522316	LY6G6E	HGNC:13934
GALNT5	0.160046788119945	GALNT5	HGNC:4127
S100A8	0.182983172279314	S100A8	HGNC:10498
TDGF1	0.182963205245591	CRIPTO	HGNC:11701
KCNA10	0.070240163794545	KCNA10	HGNC:6219
IGSF11	0.182837015199404	IGSF11	HGNC:16669
GDAP1	0.182816346294102	GDAP1	HGNC:15968
C19orf82	0.182800173558294	ZNF561-AS1	HGNC:27613
CTXN3	0.180540040676085	CTXN3	HGNC:31110
OR6V1	0.0301225053087342	OR6V1	HGNC:15090
ZNF616	0.182517329289749	ZNF616	HGNC:28062
GFRAL	0.0312141932641252	GFRAL	HGNC:32789
S100A7	0.0851631951748748	S100A7	HGNC:10497
DFNB59	0.182315633134978	PJVK	HGNC:29502
ZNF184	0.178702839266361	ZNF184	HGNC:12975
WFDC11	0.0474025076773148	WFDC11	HGNC:20478
IL7R	0.156736800121818	IL7R	HGNC:6024
IFNA6	0.181631756147315	IFNA6	HGNC:5427
MLNR	0.149504696012221	MLNR	HGNC:4495
SLC5A10	0.0774558707741719	SLC5A10	HGNC:23155
KRTAP5-7	0.0995139720716019	KRTAP5-7	HGNC:23602
GPR63	0.181679358662661	GPR63	HGNC:13302
C15orf65	0.181649892275887	PIERCE2	HGNC:44654
IL1A	0.101821225518389	IL1A	HGNC:5991
FAM26E	0.181531152247916	CALHM5	HGNC:21568
EMR2	0.0939798584979123	ADGRE2	HGNC:3337
KIAA1586	0.181446791626354	KIAA1586	HGNC:21360
NME5	0.181385586453743	NME5	HGNC:7853
C3orf33	0.18130214519103	C3orf33	HGNC:26434
KCTD8	0.181237738084916	KCTD8	HGNC:22394
FCER1G	0.181122044613696	FCER1G	HGNC:3611
DBNDD1	0.180925615567445	DBNDD1	HGNC:28455
TAS2R60	0.180921185489656	TAS2R60	HGNC:20639
SLC22A15	0.0842454591378022	SLC22A15	HGNC:20301
MTTP	0.145471954887947	MTTP	HGNC:7467
SPEM1	0.152728280949107	SPEM1	HGNC:32429
MC2R	0.053118700054853	MC2R	HGNC:6930
WDR90	0.180785387754107	WDR90	HGNC:26960
FAM27E3	0.105860856058127	FAM27E3	HGNC:28655
TMPRSS11BNL	0.027862135494042	TMPRSS11BNL	HGNC:37262
SIT1	0.17300994293677	SIT1	HGNC:17710
LY75	0.140107310547737	LY75	HGNC:6729
KLHL8	0.148438742270054	KLHL8	HGNC:18644
ACOT4	0.180349731064398	ACOT4	HGNC:19748
HNMT	0.180347344013819	HNMT	HGNC:5028
FAM129C	0.0797764098808307	NIBAN3	HGNC:24130
GCA	0.180303864197464	GCA	HGNC:15990
TBC1D29	0.0793712237309923	TBC1D29P	HGNC:24509
NCF1	0.108343013916777	NCF1	HGNC:7660
MMP27	0.0548135216277621	MMP27	HGNC:14250
ADAD2	0.180081864010665	ADAD2	HGNC:30714
C3orf56	0.0787012275836549	PRR23E	HGNC:32481
KLF17	0.106239196959923	KLF17	HGNC:18830
LYZL1	0.0932459442646706	LYZL1	HGNC:30502
HIST4H4	0.156753237083055	H4C16	HGNC:20510
ZNF134	0.17988488004172	ZNF134	HGNC:12918
RGS13	0.179856807548126	RGS13	HGNC:9995
CDKL2	0.0469153796226591	CDKL2	HGNC:1782
TUSC1	0.179764243980051	TUSC1	HGNC:31010
AQP11	0.179700408825387	AQP11	HGNC:19940
C12orf60	0.179683248115839	C12orf60	HGNC:28726
SNX32	0.0708722388228985	SNX32	HGNC:26423
ZNF235	0.100444242876825	ZNF235	HGNC:12866
THRSP	0.179504279765697	THRSP	HGNC:11800
TAS2R39	0.0302330142774946	TAS2R39	HGNC:18886
CCDC15	0.171457966501579	CCDC15	HGNC:25798
CHRM5	0.0894977029655744	CHRM5	HGNC:1954
H1FNT	0.0485880811113043	H1-7	HGNC:24893
METTL7A	0.103696261848171	TMT1A	HGNC:24550
LYZL2	0.140047570116709	LYZL2	HGNC:29613
MAD2L1	0.179200770224031	MAD2L1	HGNC:6763
LGALS14	0.03460615782488	LGALS14	HGNC:30054
PCDHA5	0.137975305179251	PCDHA5	HGNC:8671
C6orf226	0.102348936267349	C6orf226	HGNC:34431
ZNF677	0.179054395829371	ZNF677	HGNC:28730
TMEM14A	0.178902302020797	TMEM14A	HGNC:21076
ZNF174	0.178843618246878	ZNF174	HGNC:12963
CMTM2	0.135486223310122	CMTM2	HGNC:19173
CTAGE6	0.0714504732557608	CTAGE6	HGNC:28644
OR10A7	0.0232843977197567	OR10A7	HGNC:15329
TTC24	0.111101119381573	TTC24	HGNC:32348
TMEM202	0.178347030659059	TMEM202	HGNC:33733
PHGR1	0.178330914009928	PHGR1	HGNC:37226
NHLRC4	0.178317358660702	NHLRC4	HGNC:26700
SERPINB12	0.178150710295796	SERPINB12	HGNC:14220
SLC35F5	0.178124005268516	SLC35F5	HGNC:23617
CD96	0.108330498831939	CD96	HGNC:16892
SLC22A25	0.0535033581519483	SLC22A25	HGNC:32935
WDR49	0.177967777725497	WDR49	HGNC:26587
C4orf3	0.17792558143518	C4orf3	HGNC:19225
KIF4B	0.0585334155687696	KIF4B	HGNC:6322
TAF1C	0.177851148509023	TAF1C	HGNC:11534
ZMYM5	0.177600343194785	ZMYM5	HGNC:13029
HCAR2	0.177489596010139	HCAR2	HGNC:24827
ALG1L	0.0679742509564516	ALG1L1P	HGNC:33721
GTSF1L	0.108361690191055	GTSF1L	HGNC:16198
C6orf58	0.175115702590762	C6orf58	HGNC:20960
PTH2R	0.177435527969575	PTH2R	HGNC:9609
PIGF	0.17740452893365	PIGF	HGNC:8962
CDK20	0.157464593768681	CDK20	HGNC:21420
CLDN12	0.177162159094422	CLDN12	HGNC:2034
LRRC70	0.176884907440579	LRRC70	HGNC:35155
ATP6V0D2	0.10939702859867	ATP6V0D2	HGNC:18266
CCDC109B	0.176750460298842	MCUB	HGNC:26076
REXO1L1	0.0594421896886985	REXO1L1P	HGNC:24660
SPATA9	0.176672299866284	SPATA9	HGNC:22988
GZMH	0.0360936197450387	GZMH	HGNC:4710
TMC7	0.17102389318126	TMC7	HGNC:23000
VSTM1	0.129263855884386	VSTM1	HGNC:29455
OR2B11	0.176229364869368	OR2B11	HGNC:31249
C17orf112	0.0799225722406152	LINC02876	HGNC:42963
TNNI3K	0.0738167813643666	TNNI3K	HGNC:19661
TDO2	0.176135663635078	TDO2	HGNC:11708
NBPF15	0.176125597426965	NBPF15	HGNC:28791
FAM83D	0.157549616754225	FAM83D	HGNC:16122
BPIFA3	0.0396717261170526	BPIFA3	HGNC:16204
TMEM221	0.175842536096118	TMEM221	HGNC:21943
PRAMEF17	0.052138294035792	PRAMEF17	HGNC:29485
ALG1	0.175726822592145	ALG1	HGNC:18294
NBPF24	0.0695252531935612	NBPF11	HGNC:31993
SGCG	0.16664206995686	SGCG	HGNC:10809
EDDM3A	0.0557912283705261	EDDM3A	HGNC:16978
PCP4L1	0.148795525481329	PCP4L1	HGNC:20448
C1orf229	0.175411379490664	LINC02897	HGNC:33759
ZNF286A	0.175381800975123	ZNF286A	HGNC:13501
SMLR1	0.175359660158385	SMLR1	HGNC:44670
SLC26A8	0.175307419362744	SLC26A8	HGNC:14468
WDR64	0.17509744814348	WDR64	HGNC:26570
SRSF12	0.143207811858715	SRSF12	HGNC:21220
ST8SIA4	0.175010530979917	ST8SIA4	HGNC:10871
SULT1C4	0.11437218193231	SULT1C4	HGNC:11457
FSIP1	0.109016971211632	FSIP1	HGNC:21674
IZUMO2	0.174857526911533	IZUMO2	HGNC:28518
SUN3	0.174836617863691	SUN3	HGNC:22429
KRT85	0.174778472975067	KRT85	HGNC:6462
C3orf30	0.0846822211611649	TEX55	HGNC:26553
MORN3	0.166712644420206	MORN3	HGNC:29807
ZNF440	0.17453227379071	ZNF440	HGNC:20874
ZNF45	0.0944560187488202	ZNF45	HGNC:13111
CABP5	0.0833586340255714	CABP5	HGNC:13714
SH3BGRL2	0.174388406900086	SH3BGRL2	HGNC:15567
C1orf185	0.174255728588749	C1orf185	HGNC:28096
STEAP1B	0.171849598267269	STEAP1B	HGNC:41907
AADACL4	0.174106370822755	AADACL4	HGNC:32038
ZNF678	0.174072798872195	ZNF678	HGNC:28652
PGLYRP1	0.125922962460499	PGLYRP1	HGNC:8904
ZSCAN23	0.174010673393815	ZSCAN23	HGNC:21193
COMMD10	0.134098478655908	COMMD10	HGNC:30201
LCN8	0.173989658346377	LCN8	HGNC:27038
TPTE2	0.0251117333172301	TPTE2	HGNC:17299
CSNK2A3	0.173984284885874	CSNK2A3	HGNC:2458
LYRM7	0.173900245729921	LYRM7	HGNC:28072
WDR41	0.173898046230702	WDR41	HGNC:25601
ARHGAP24	0.103127208541697	ARHGAP24	HGNC:25361
MELK	0.173736799080949	MELK	HGNC:16870
MMD	0.173426696731656	MMD	HGNC:7153
R3HDM4	0.173688847635686	R3HDM4	HGNC:28270
CLC	0.0399030740019171	CLC	HGNC:2014
OR5V1	0.0205114826218617	OR5V1	HGNC:13972
CENPQ	0.17363255854908	CENPQ	HGNC:21347
CLEC6A	0.17338388253714	CLEC6A	HGNC:14556
OPALIN	0.103591091743254	OPALIN	HGNC:20707
PCDHA12	0.0985052808300994	PCDHA12	HGNC:8666
ZNF487	0.0698012405556163	ZNF487	HGNC:23488
NUSAP1	0.173219577838641	NUSAP1	HGNC:18538
ESYT3	0.119630810657694	ESYT3	HGNC:24295
ZWINT	0.173174673600248	ZWINT	HGNC:13195
FAM194A	0.129872760311208	ERICH6	HGNC:28602
FAM90A1	0.131506758894862	FAM90A1	HGNC:25526
TIGIT	0.118411215332146	TIGIT	HGNC:26838
MSLN	0.173045258220074	MSLN	HGNC:7371
FAM92B	0.172984140908281	CIBAR2	HGNC:24781
ITGB6	0.138455034041536	ITGB6	HGNC:6161
UBL4B	0.0971976361641534	UBL4B	HGNC:32309
CTNNA3	0.108484892055987	CTNNA3	HGNC:2511
CD180	0.172783687882776	CD180	HGNC:6726
CCDC138	0.0712963482010089	CCDC138	HGNC:26531
LRTOMT	0.0850382019394751	LRTOMT	HGNC:25033
DIRC2	0.166138020855901	SLC49A4	HGNC:16628
PI3	0.172503195858008	PI3	HGNC:8947
MT1M	0.172358808135073	MT1M	HGNC:14296
ODF2L	0.150119088308009	ODF2L	HGNC:29225
PLAC1L	0.0867681119245571	OOSP2	HGNC:26699
MEI4	0.0994244457652028	MEI4	HGNC:43638
DZANK1	0.130987916832222	DZANK1	HGNC:15858
TLR5	0.172090596477876	TLR5	HGNC:11851
C9orf139	0.172073419659706	LINC02908	HGNC:31426
PCDHA10	0.0804369606975601	PCDHA10	HGNC:8664
TACR3	0.0292927553462177	TACR3	HGNC:11528
KLHL25	0.171947100046839	KLHL25	HGNC:25732
BCHE	0.17191879840205	BCHE	HGNC:983
SLC39A12	0.149961752911112	SLC39A12	HGNC:20860
CCL14	0.171787649256425	CCL14	HGNC:10612
ZFP69	0.14229384462658	ZFP69	HGNC:24708
FBN3	0.137216696413856	FBN3	HGNC:18794
SMR3A	0.0153798741166121	SMR3A	HGNC:19216
HAVCR1	0.171666409358104	HAVCR1	HGNC:17866
CTXN2	0.0908374391670583	CTXN2	HGNC:31109
MT1HL1	0.171332886744471	MT1HL1	HGNC:31864
OXER1	0.171329643030756	OXER1	HGNC:24884
CCDC88B	0.0649748298390271	CCDC88B	HGNC:26757
ACSM1	0.0733816248905263	ACSM1	HGNC:18049
ZNF311	0.171074847174993	ZNF311	HGNC:13847
DPY19L2	0.105484288119584	DPY19L2	HGNC:19414
RABL2A	0.0736707498295071	RABL2A	HGNC:9799
GPR75	0.104376989440347	GPR75	HGNC:4526
SCGB1D4	0.0871869717433399	SCGB1D4	HGNC:31748
PLB1	0.145379053885124	PLB1	HGNC:30041
NDUFAF1	0.0687941509276078	NDUFAF1	HGNC:18828
CALR3	0.170735511535087	CALR3	HGNC:20407
GPR146	0.170731606676119	GPR146	HGNC:21718
MYL10	0.133239586319906	MYL10	HGNC:29825
MED18	0.170616686141586	MED18	HGNC:25944
CAPS2	0.170592695123146	CAPS2	HGNC:16471
ZNF223	0.170582799553859	ZNF223	HGNC:13016
ZNF420	0.170555235019288	ZNF420	HGNC:20649
THNSL2	0.170507862082251	THNSL2	HGNC:25602
CCL15-CCL14	0.112339392841067	CCL15-CCL14	HGNC:44436
C17orf50	0.0580419074884956	C17orf50	HGNC:29581
KIAA1755	0.170465908277194	KIAA1755	HGNC:29372
DNLZ	0.170397159509823	DNLZ	HGNC:33879
SPTA1	0.111176353904013	SPTA1	HGNC:11272
OR1G1	0.0456916097260297	OR1G1	HGNC:8204
CCDC37	0.137345657699449	CFAP100	HGNC:26842
TMEM207	0.17029853877822	TMEM207	HGNC:33705
PMCH	0.15197593786595	PMCH	HGNC:9109
ZNF610	0.170169314905962	ZNF610	HGNC:26687
TRIM6-TRIM34	0.170108758674157	TRIM6-TRIM34	HGNC:33440
FAM71C	0.0848936134612017	GARIN6	HGNC:28594
TKTL2	0.170001912205082	TKTL2	HGNC:25313
LPAR6	0.0826117343162931	LPAR6	HGNC:15520
ZNF625-ZNF20	0.12442929434411	ZNF625-ZNF20	HGNC:48368
LILRB3	0.169837743485425	LILRB3	HGNC:6607
GDF5OS	0.144144204933739	GDF5-AS1	HGNC:33435
C17orf77	0.169765738508553	CD300LD-AS1	HGNC:26480
RNF183	0.121778918356067	RNF183	HGNC:28721
CCDC81	0.0995365367303291	CCDC81	HGNC:26281
C16orf78	0.111386604273481	C16orf78	HGNC:28479
MLF1	0.169530360415004	MLF1	HGNC:7125
ZNF613	0.169511820125354	ZNF613	HGNC:25827
