gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
CST8	ENST00000246012	O60676	0.295150085	7	5.2068	0.137492165	9	1.646	8	TRUE
OR4N2	ENST00000315947	Q8NGD1	0.295142544	7	5.055	0.111196958	9	1.799	9	TRUE
UGGT2	ENST00000376747	Q9NYU1	0.295112405	7	79.636	3.128388882	1	1.059	5	FALSE
EEA1	ENST00000322349	Q15075	0.295102233	7	87.784	1.954916716	3	0.304	1	FALSE
NCKAP5L	ENST00000335999	Q9HCH0	0.295079747	7	42.681	1.29799521	5	0.368	1	FALSE
SERPINA12	ENST00000341228	Q8IW75	0.295063183	7	11.229	0.526092112	8	1.501	7	FALSE
MAP7D2	ENST00000379651	Q96T17	0.295048515	7	31.215	1.721817851	4	0.462	2	FALSE
MS4A4A	ENST00000337908	Q96JQ5	0.295035919	7	11.589	-0.095565714	9	1.353	7	FALSE
TOR1AIP2	ENST00000609928	Q8NFQ8	0.295004078	7	15.667	0.737756431	7	1.396	7	FALSE
RIPK1	ENST00000380409	Q13546	0.294980165	7	28.328	1.051760554	6	0.554	2	FALSE
RILP	ENST00000301336	Q96NA2	0.294969364	7	13.405	0.836810946	7	1.691	8	FALSE
TMEM132A	ENST00000453848	Q24JP5	0.294933005	7	36.319	1.440901279	5	0.8	4	FALSE
CLEC18C	ENST00000569347	Q8NCF0	0.294882208	7	6.2773	1.882431388	3	1.608	8	TRUE
OR13C2	ENST00000542196	Q8NGS9	0.294873917	7	4.3611	0.00314525	9	1.638	8	TRUE
CCDC113	ENST00000219299	Q9H0I3	0.294855851	7	22.829	0.505837262	8	1.427	7	FALSE
NAPSA	ENST00000253719	O96009	0.294827731	7	16.973	1.656403065	4	1.631	8	FALSE
TTF1	ENST00000334270	Q15361	0.294790181	7	37.157	0.575870156	7	0.94	4	FALSE
C1orf192	ENST00000367974	Q5VTH2	0.29477988	7	8.1712	1.256639481	5	1.693	8	TRUE
IL16	ENST00000302987	Q14005	0.294696702	7	50.804	2.140293598	3	0.687	3	FALSE
SLC3A2	ENST00000377890	P08195	0.294676493	7	26.195	1.21092236	5	0.882	4	FALSE
ARHGAP36	ENST00000276211	Q6ZRI8	0.294615375	7	15.531	1.740014315	4	0.405	1	FALSE
CEP85	ENST00000252992	Q6P2H3	0.294590359	7	41.316	2.070362568	3	0.53	2	FALSE
PRSS55	ENST00000328655	Q6UWB4	0.294587124	7	10.387	0.810397685	7	1.88	9	FALSE
GOLGA6L2	ENST00000567107	Q8N9W4	0.294583209	7	14.766	-0.967726171	9	1.233	6	FALSE
EXD1	ENST00000314992	Q8NHP7	0.294565569	7	24.873	0.846585989	7	1.263	6	FALSE
PKDREJ	ENST00000253255	Q9NTG1	0.294563121	7	20.844	0.581714809	7	1.166	6	FALSE
IL1RL2	ENST00000264257	Q9HB29	0.294559944	7	30.585	0.70397079	7	0.989	5	FALSE
NOM1	ENST00000275820	Q5C9Z4	0.294550209	7	32.174	0.914018512	6	0.903	4	FALSE
CAPN13	ENST00000295055	Q6MZZ7	0.29454669	7	43.234	1.047911644	6	1.126	6	FALSE
SH3TC1	ENST00000245105	Q8TE82	0.294535425	7	51.337	1.52960968	4	1.276	6	FALSE
C15orf43	ENST00000340827	Q8NHR7	0.294520417	7	12.598	1.169074774	6	1.345	7	FALSE
ASB18	ENST00000409749	Q6ZVZ8	0.294472444	7	10.891	1.689663649	4	1.641	8	FALSE
EGFL8	ENST00000395512	Q99944	0.294464552	7	17.61	1.17549324	6	1.174	6	FALSE
CCDC171	ENST00000380701	Q6TFL3	0.294459982	7	73.35	2.74873662	1	1.194	6	FALSE
ACTRT2	ENST00000378404	Q8TDY3	0.294458661	7	8.5523	1.847053647	3	1.377	7	TRUE
EDN3	ENST00000337938	P14138	0.294454674	7	9.4962	0.344879299	8	0.964	5	TRUE
MTERFD3	ENST00000552029	Q49AM1	0.294448259	7	12.901	0.983974636	6	1.314	7	FALSE
FANCD2	ENST00000419585	Q9BXW9	0.294445861	7	85.559	2.41749835	2	0.869	4	FALSE
C19orf25	ENST00000592872	Q9UFG5	0.294438721	7	1.0871	-0.54048717	9	1.697	8	TRUE
RNF207	ENST00000377939	Q6ZRF8	0.294419674	7	34.184	1.284416556	5	0.953	5	FALSE
ZCWPW2	ENST00000383768	Q504Y3	0.294387373	7	18.88	0.692669034	7	1.03	5	FALSE
SNX19	ENST00000265909	Q92543	0.294376619	7	39.4	1.010246992	6	0.857	4	FALSE
CDHR5	ENST00000358353	Q9HBB8	0.294342969	7	30.973	-0.421251446	9	1.277	6	FALSE
EFCAB4B	ENST00000440314	Q9BSW2	0.29431316	7	38.957	1.976121187	3	0.866	4	FALSE
IL2RA	ENST00000379959	P01589	0.294257736	7	15.989	0.101754732	9	0.658	3	FALSE
PZP	ENST00000261336	P20742	0.294255058	7	80.804	0.735976875	7	0.975	5	FALSE
FBXL8	ENST00000519917	Q96CD0	0.294229889	7	7.4121	1.010462403	6	1.898	9	TRUE
ITGAD	ENST00000389202	Q13349	0.294211856	7	64.03	0.853706837	7	0.866	4	FALSE
TMPRSS5	ENST00000299882	Q9H3S3	0.29420481	7	24.288	1.239182711	5	1.05	5	FALSE
BTN3A3	ENST00000244519	O00478	0.294201099	7	20.814	-0.146448821	9	1.667	8	FALSE
BPI	ENST00000262865	P17213	0.29413686	7	26.032	0.519695342	8	1.252	6	FALSE
FNDC8	ENST00000158009	Q8TC99	0.294131311	7	10.146	1.095389843	6	1.294	6	FALSE
C16orf93	ENST00000543610	A1A4V9	0.294127118	7	18.573	1.177298546	6	1.178	6	FALSE
PIK3C2G	ENST00000266497	O75747	0.294114544	7	68.396	1.878880024	3	1.136	6	FALSE
DPPA2	ENST00000478945	Q7Z7J5	0.294110185	7	16.149	0.282657266	8	1.355	7	FALSE
SP140	ENST00000392045	Q13342	0.29410405	7	53.606	0.055910606	9	0.586	2	FALSE
TMEM202	ENST00000341689	A6NGA9	0.294102069	7	12.789	0.51372534	8	1.513	7	FALSE
ASPG	ENST00000551177	Q86U10	0.294092616	7	27.553	-0.015484534	9	1.14	6	FALSE
ABHD14A	ENST00000273596	Q9BUJ0	0.294079248	7	11.228	1.609921217	4	1.395	7	FALSE
ANHX	ENST00000545940	E9PGG2	0.294063954	7	15.905	-0.103110656	9	0.576	2	FALSE
CST5	ENST00000304710	P28325	0.293990399	7	5.4709	-0.23010993	9	1.893	9	TRUE
GSTA5	ENST00000284562	Q7RTV2	0.293966414	7	9.7606	1.349159718	5	1.91	9	TRUE
ELMOD3	ENST00000409890	Q96FG2	0.293959639	7	22.39	1.209949732	5	1.455	7	FALSE
PCDHB6	ENST00000231136	Q9Y5E3	0.293919766	7	17.716	0.308955282	8	1.371	7	FALSE
ART5	ENST00000359918	Q96L15	0.293872002	7	12.203	0.895748615	6	1.077	5	FALSE
RAD18	ENST00000264926	Q9NS91	0.293790467	7	24.527	0.509100735	8	0.991	5	FALSE
MIEF2	ENST00000323019	Q96C03	0.29373023	7	11.567	0.833694339	7	0.909	4	FALSE
C6orf223	ENST00000336600	Q8N319	0.293723551	7	5.3737	-0.068076752	9	1.757	8	TRUE
OLFML1	ENST00000329293	Q6UWY5	0.293723063	7	17.746	1.159989953	6	1.233	6	FALSE
TEX101	ENST00000598265	Q9BY14	0.29367249	7	8.0446	0.238794073	8	1.136	6	TRUE
OR2AP1	ENST00000321688	Q8NGE2	0.293655116	7	4.469	-0.343817204	9	1.911	9	TRUE
TNFRSF18	ENST00000379268	Q9Y5U5	0.293619504	7	9.1427	-0.431897491	9	1.667	8	TRUE
GINM1	ENST00000367419	Q9NU53	0.293609117	7	16.21	1.414716363	5	1.35	7	FALSE
TOM1L1	ENST00000575882	O75674	0.293594341	7	28.407	1.608975172	4	0.981	5	FALSE
TMIGD2	ENST00000301272	Q96BF3	0.29356382	7	8.938	-0.043813787	9	1.585	8	TRUE
NRG4	ENST00000394907	Q8WWG1	0.293556177	7	5.7773	0.289350569	8	1.327	7	TRUE
PRR18	ENST00000322583	Q8N4B5	0.293555828	7	1.5896	-0.176322967	9	1.518	7	TRUE
TNFRSF9	ENST00000377507	Q07011	0.293533328	7	12.794	0.192107648	8	0.606	2	FALSE
WDR89	ENST00000267522	Q96FK6	0.293513699	7	12.139	2.128120899	3	1.189	6	FALSE
PRG2	ENST00000525955	P13727	0.293498183	7	10.356	-0.224517182	9	1.268	6	FALSE
WRN	ENST00000298139	Q14191	0.29348008	7	82.188	1.279492736	5	0.945	4	FALSE
URAD	ENST00000332715	A6NGE7	0.293452437	7	2.6439	0.756950378	7	1.889	9	TRUE
CNBD1	ENST00000518476	Q8NA66	0.293431325	7	19.617	0.674392223	7	1.704	8	FALSE
RAI14	ENST00000503673	Q9P0K7	0.293423356	7	49.784	2.569772482	2	0.264	0	FALSE
TACR2	ENST00000373306	P21452	0.293378298	7	12.477	1.30380106	5	1.157	6	FALSE
CENPP	ENST00000375587	Q6IPU0	0.293372532	7	15.523	0.200064644	8	0.677	3	FALSE
XKR8	ENST00000373884	Q9H6D3	0.293336463	7	13.175	0.722681284	7	1.471	7	FALSE
MBD4	ENST00000249910	O95243	0.293316609	7	26.232	1.250311732	5	1.242	6	FALSE
ADAMTS13	ENST00000371929	Q76LX8	0.293263906	7	67.906	1.514322042	4	0.683	3	FALSE
ERICH2	ENST00000409885	A1L162	0.293245454	7	6.4044	1.29481864	5	1.409	7	TRUE
OASL	ENST00000257570	Q15646	0.293244084	7	15.577	0.382359415	8	1.553	8	FALSE
PEG3	ENST00000599577	Q9GZU2	0.293221445	7	52.52	0.152159557	8	0.486	2	FALSE
FSD2	ENST00000334574	A1L4K1	0.293213316	7	34.753	1.033656597	6	1.27	6	FALSE
AMN	ENST00000299155	Q9BXJ7	0.293181944	7	19.256	-0.102522291	9	0.816	4	FALSE
ERICH1	ENST00000262109	Q86X53	0.293159407	7	17.606	0.28745386	8	1.639	8	FALSE
C1orf106	ENST00000367342	Q3KP66	0.293153176	7	26.886	0.72424686	7	0.769	3	FALSE
LRRC36	ENST00000329956	Q1X8D7	0.293117797	7	34.935	1.735627294	4	0.933	4	FALSE
COA1	ENST00000310564	Q9GZY4	0.293112941	7	7.0831	0.091711514	9	1.285	6	TRUE
MPL	ENST00000372470	P40238	0.293101887	7	38.089	1.582009315	4	0.763	3	FALSE
IRS4	ENST00000372129	O14654	0.293082339	7	24.438	1.848526597	3	0.43	1	FALSE
CLCA1	ENST00000394711	A8K7I4	0.293081399	7	41.914	1.65549922	4	0.721	3	FALSE
UPK3BL	ENST00000340457	B0FP48	0.293047159	7	1.4274	0.199217573	8	1.845	9	TRUE
ZNF66	ENST00000344519	Q6ZN08	0.293042042	7	3.9098	NA	NA	1.517	7	TRUE
KIAA1191	ENST00000510164	Q96A73	0.293037281	7	18.476	2.643786907	1	1.052	5	FALSE
CRTC3	ENST00000268184	Q6UUV7	0.293023176	7	32.993	0.813343942	7	0.359	1	FALSE
TPRKB	ENST00000272424	Q9Y3C4	0.293019548	7	6.9265	2.434704542	2	1.313	7	TRUE
OR4K1	ENST00000285600	Q8NGD4	0.293016911	7	5.5871	0.313387543	8	1.943	9	TRUE
RTP4	ENST00000259030	Q96DX8	0.293004172	8	2.8366	0.178113252	8	1.033	5	TRUE
AKAP1	ENST00000539273	Q92667	0.292996153	8	35.246	1.940562844	3	0.373	1	FALSE
RGPD4	ENST00000408999	Q7Z3J3	0.29299577	8	47.193	3.370806456	0	1.902	9	FALSE
ROS1	ENST00000368508	P08922	0.29295683	8	118.35	1.926155567	3	1.116	5	FALSE
CREM	ENST00000429130	Q03060	0.292950192	8	22.076	3.197636843	1	0.536	2	FALSE
CCDC74A	ENST00000295171	Q96AQ1	0.292930565	8	17.144	0.454695374	8	1.863	9	FALSE
SMKR1	ENST00000462322	H3BMG3	0.292920522	8	1.3754	0.453847259	8	1.6	8	TRUE
FAM227B	ENST00000299338	Q96M60	0.292897832	8	30.843	0.93221885	6	1.431	7	FALSE
AHNAK	ENST00000378024	Q09666	0.292873023	8	86.743	0.753894687	7	0.308	1	FALSE
DEFB135	ENST00000382208	Q30KP9	0.292862475	8	1.0305	0.189448729	8	1.98	9	TRUE
EBPL	ENST00000242827	Q9BY08	0.29279642	8	8.789	1.656508803	4	1.481	7	TRUE
SLC28A2	ENST00000347644	O43868	0.292770202	8	32.529	1.338887691	5	1.531	7	FALSE
C1orf131	ENST00000366649	Q8NDD1	0.292750962	8	13.423	0.718500733	7	1.69	8	FALSE
LRRC3C	ENST00000377924	A6NJW4	0.292673832	8	5.8733	2.49536109	2	1.307	6	TRUE
SDCCAG3	ENST00000357365	Q96C92	0.292673817	8	21.456	0.618539095	7	1.354	7	FALSE
CAPN14	ENST00000403897	A8MX76	0.292616995	8	42.765	1.029340982	6	1.112	5	FALSE
PRSS16	ENST00000230582	Q9NQE7	0.292578528	8	28.371	0.521119535	8	0.814	4	FALSE
PAFAH2	ENST00000374284	Q99487	0.292564342	8	21.841	1.11929214	6	1.113	5	FALSE
IL33	ENST00000381434	O95760	0.292556232	8	11.349	0.184420675	8	1.753	8	FALSE
TIPIN	ENST00000261881	Q9BVW5	0.292537405	8	13.783	1.116716385	6	1.047	5	FALSE
SREBF1	ENST00000261646	P36956	0.292496762	8	41.74	1.854779124	3	0.406	1	FALSE
TET1	ENST00000373644	Q8NFU7	0.292447586	8	75.693	1.671381474	4	0.174	0	FALSE
C5orf15	ENST00000231512	Q8NC54	0.292419504	8	7.1631	1.252563477	5	1.081	5	TRUE
PLA2G7	ENST00000537365	Q13093	0.292390192	8	22.972	1.857559443	3	1.708	8	FALSE
RBM20	ENST00000369519	Q5T481	0.292382541	8	44.582	1.578594565	4	0.295	1	FALSE
PSPN	ENST00000245810	O60542	0.29236849	8	6.2145	1.178195477	6	1.749	8	TRUE
PMCH	ENST00000329406	P20382	0.292364085	8	5.2221	1.987148404	3	1.196	6	TRUE
RELT	ENST00000393580	Q969Z4	0.292351161	8	22.282	0.933855712	6	0.928	4	FALSE
FAM83B	ENST00000306858	Q5T0W9	0.292322534	8	41.008	1.396434307	5	0.68	3	FALSE
FANCF	ENST00000327470	Q9NPI8	0.292318999	8	1.572	0.294638544	8	1.525	7	TRUE
ECM2	ENST00000344604	O94769	0.292239408	8	28.938	1.703324318	4	0.922	4	FALSE
NOP14	ENST00000314262	P78316	0.292236707	8	46.889	2.314294338	2	0.569	2	FALSE
ZNF726	ENST00000322487	A6NNF4	0.292217136	8	26.652	-0.759400487	9	1.354	7	FALSE
MEI1	ENST00000401548	Q5TIA1	0.292154317	8	64.095	1.893304467	3	0.635	3	FALSE
INTU	ENST00000335251	Q9ULD6	0.292059974	8	42.45	0.781639338	7	0.74	3	FALSE
AIM1	ENST00000369066	Q9Y4K1	0.292049066	8	71.725	1.420922637	5	1.006	5	FALSE
F8	ENST00000360256	P00451	0.292030003	8	70.383	1.304621577	5	0.089	0	FALSE
CCDC176	ENST00000394009	Q8ND07	0.292028136	8	28.427	1.817369938	4	1.269	6	FALSE
NHEJ1	ENST00000356853	Q9H9Q4	0.292017449	8	17.809	0.911966085	6	0.738	3	FALSE
ADAM7	ENST00000175238	Q9H2U9	0.292016635	8	44.987	0.992773652	6	1.031	5	FALSE
LAMP1	ENST00000332556	P11279	0.292015809	8	15.567	1.053360581	6	0.404	1	FALSE
TRIM6	ENST00000278302	Q9C030	0.292011449	8	26.246	0.461586595	8	1.152	6	FALSE
PTPRCAP	ENST00000326294	Q14761	0.292008868	8	2.3007	-0.05863836	9	1.226	6	TRUE
PARP10	ENST00000313028	Q53GL7	0.292005432	8	37.682	0.022675322	9	0.74	3	FALSE
CD80	ENST00000478182	P33681	0.291963726	8	10.649	0.217631131	8	0.987	5	FALSE
BCCIP	ENST00000278100	Q9P287	0.29195882	8	14.462	2.494514465	2	0.819	4	FALSE
RAD17	ENST00000380774	O75943	0.291935589	8	38.136	2.8767519	1	0.445	1	FALSE
A2M	ENST00000318602	P01023	0.291929699	8	78.962	1.721210003	4	0.544	2	FALSE
IL2RB	ENST00000216223	P14784	0.29190807	8	21.216	0.242139801	8	0.496	2	FALSE
NT5C1B	ENST00000359846	Q96P26	0.2918872	8	28.38	1.921525359	3	0.982	5	FALSE
CXCL3	ENST00000296026	P19876	0.291876132	8	4.6154	0.288146049	8	1.848	9	TRUE
OR6C3	ENST00000379667	Q9NZP0	0.291848717	8	5.0448	-0.014361102	9	1.676	8	TRUE
QSOX1	ENST00000367602	O00391	0.291830089	8	35.047	0.405487835	8	0.624	3	FALSE
RNF212	ENST00000433731	Q495C1	0.291813406	8	15.219	0.124098733	9	0.864	4	FALSE
CCNDBP1	ENST00000300213	O95273	0.291804128	8	19.598	0.776898086	7	0.801	4	FALSE
CEP95	ENST00000556440	Q96GE4	0.291788638	8	48.037	2.172862291	3	0.99	5	FALSE
CREG2	ENST00000324768	Q8IUH2	0.291778868	8	8.6785	0.446004421	8	1.497	7	TRUE
TMEM54	ENST00000373463	Q969K7	0.291765486	8	8.6401	1.123631001	6	1.215	6	TRUE
DLEC1	ENST00000308059	Q9Y238	0.291628184	8	90.112	1.264529705	5	0.911	4	FALSE
ESPL1	ENST00000552462	Q14674	0.291600383	8	98.972	1.819862962	4	0.159	0	FALSE
INHBE	ENST00000266646	P58166	0.291586335	8	14.385	0.913555741	6	1.434	7	FALSE
IL1R1	ENST00000410023	P14778	0.2915628	8	23.396	0.292961419	8	0.506	2	FALSE
AC022431.2	ENST00000438651	F2Z3F1	0.291472811	8	5.2736	0.101354174	9	1.435	7	TRUE
COL6A6	ENST00000358511	A6NMZ7	0.291460396	8	92.935	1.125661969	6	1.013	5	FALSE
MURC	ENST00000307584	Q5BKX8	0.291431833	8	11.385	1.140969992	6	1.267	6	FALSE
RHOXF1	ENST00000217999	Q8NHV9	0.291410942	8	4.9383	-0.569072306	9	0.606	2	TRUE
ABHD16B	ENST00000369916	Q9H3Z7	0.291396906	8	12.127	1.315284491	5	1.19	6	FALSE
C10orf82	ENST00000588184	Q8WW14	0.291383788	8	9.2403	0.4130373	8	1.137	6	TRUE
KIRREL2	ENST00000360202	Q6UWL6	0.291370013	8	32.987	1.44169867	5	0.881	4	FALSE
METRN	ENST00000568223	Q9UJH8	0.291354447	8	4.7339	-0.136773005	9	1.307	6	TRUE
RIC3	ENST00000309737	Q7Z5B4	0.291327603	8	16.023	0.607881069	7	1.136	6	FALSE
TAAR2	ENST00000367931	Q9P1P5	0.291269927	8	11.361	1.447126031	5	1.814	9	FALSE
EPOR	ENST00000222139	P19235	0.291264217	8	20.162	0.916454613	6	0.652	3	FALSE
CR2	ENST00000367058	P20023	0.291223332	8	54.383	0.629503548	7	0.874	4	FALSE
SHISA5	ENST00000296444	Q8N114	0.291222478	8	11.728	0.561555088	7	1.441	7	FALSE
C2CD2	ENST00000380486	Q9Y426	0.291171971	8	32.237	0.437779248	8	0.679	3	FALSE
WFDC10A	ENST00000372643	Q9H1F0	0.291154566	8	1.0999	-0.254044652	9	1.936	9	TRUE
EMR2	ENST00000315576	Q9UHX3	0.291101449	8	44.262	0.165648788	8	1.253	6	FALSE
TMEM218	ENST00000527271	A2RU14	0.291090356	8	4.06	0.97250849	6	1.826	9	TRUE
SAGE1	ENST00000370709	Q9NXZ1	0.291081542	8	28.302	0.303724557	8	1.316	7	FALSE
SYNPO	ENST00000522122	Q8N3V7	0.291074655	8	26.103	0.981645763	6	0.297	1	FALSE
KIAA1875	ENST00000323662	A6NE52	0.291074136	8	69.516	-0.263409615	9	0.862	4	FALSE
POLH	ENST00000372236	Q9Y253	0.291054908	8	33.343	1.741680145	4	0.836	4	FALSE
UTP3	ENST00000254803	Q9NQZ2	0.291022	8	16.909	1.706908464	4	1.003	5	FALSE
FAM21A	ENST00000282633	Q641Q2	0.291021901	8	20.726	2.090232849	3	0.758	3	FALSE
KIAA0922	ENST00000409663	A2VDJ0	0.291012585	8	80.596	2.574274063	2	0.302	1	FALSE
IGFL1	ENST00000437936	Q6UW32	0.291000597	8	6.8662	-0.158238754	9	1.923	9	TRUE
PARP4	ENST00000381989	Q9UKK3	0.290996276	8	82.227	1.362105012	5	0.837	4	FALSE
LAT2	ENST00000460943	Q9GZY6	0.290971175	8	18.802	-0.01422556	9	0.835	4	FALSE
ASTE1	ENST00000264992	Q2TB18	0.290962538	8	22.409	1.472301364	5	1.138	6	FALSE
TMEM253	ENST00000556585	P0C7T8	0.290954997	8	9.1156	0.795563877	7	1.67	8	TRUE
ADM2	ENST00000395738	Q7Z4H4	0.290945459	8	5.0596	-0.459101766	9	1.483	7	TRUE
ZHX1-C8ORF76	ENST00000357082	Q96EF9	0.290934736	8	14.422	1.062284112	6	1.512	7	FALSE
PIWIL4	ENST00000299001	Q7Z3Z4	0.290909532	8	45.598	2.015943527	3	0.585	2	FALSE
MCIDAS	ENST00000513312	D6RGH6	0.290870628	8	12.155	0.987412453	6	0.865	4	FALSE
CD1B	ENST00000368168	P29016	0.290861006	8	19.049	0.081496052	9	1.338	7	FALSE
OR2A12	ENST00000408949	Q8NGT7	0.29083987	8	5.4891	-0.404044926	9	1.388	7	TRUE
C1orf177	ENST00000371273	Q3ZCV2	0.290839479	8	23.543	0.931809187	6	1.284	6	FALSE
PUS7L	ENST00000551923	Q9H0K6	0.290782833	8	24.522	1.648270845	4	0.843	4	FALSE
STAT2	ENST00000314128	P52630	0.290726807	8	56.996	1.01829648	6	0.319	1	FALSE
HIVEP1	ENST00000379388	P15822	0.290702443	8	83.611	2.676243067	1	0.173	0	FALSE
BEX2	ENST00000372674	Q9BXY8	0.29068462	8	3.1457	0.691318929	7	0.941	4	TRUE
FILIP1L	ENST00000354552	Q4L180	0.290683143	8	43.344	3.257679224	1	0.725	3	FALSE
CCDC88B	ENST00000356786	A6NC98	0.290676479	8	74.91	0.57226187	7	0.528	2	FALSE
CSF3	ENST00000225474	P09919	0.290665923	8	9.1066	0.62983501	7	0.691	3	TRUE
ADAD2	ENST00000315906	Q8NCV1	0.2906472	8	22.443	0.428893209	8	0.921	4	FALSE
BEX4	ENST00000372691	Q9NWD9	0.290645892	8	3.6301	0.231531888	8	0.821	4	TRUE
OR1Q1	ENST00000297913	Q15612	0.2906368	8	5.2631	0.312437028	8	1.772	8	TRUE
EMR3	ENST00000253673	Q9BY15	0.290628035	8	34.374	0.856847167	7	1.482	7	FALSE
MRPL52	ENST00000355151	Q86TS9	0.290611045	8	9.6224	0.605252206	7	1.702	8	TRUE
PSTK	ENST00000405485	Q8IV42	0.29052999	8	13.448	1.540903568	4	1.073	5	FALSE
CXCL2	ENST00000508487	P19875	0.290503089	8	4.7581	0.17760089	8	1.948	9	TRUE
KRT79	ENST00000330553	Q5XKE5	0.290485489	8	23.015	1.540447593	4	1.466	7	FALSE
CLEC4G	ENST00000328853	Q6UXB4	0.29044378	8	15.294	-0.00194558	9	1.109	5	FALSE
SCYL3	ENST00000367772	Q8IZE3	0.29044303	8	34.32	2.356032133	2	0.421	1	FALSE
GPANK1	ENST00000375900	O95872	0.290401793	8	12.996	1.109841704	6	1.398	7	FALSE
IL3	ENST00000296870	P08700	0.290383897	8	7.2641	-0.359633118	9	1.932	9	TRUE
RP11-1220K2.2	ENST00000477922	Q2M2H8	0.290380655	8	91.461	1.355025887	5	0.445	1	FALSE
CST4	ENST00000217423	P01036	0.290347515	8	5.4627	-0.207442075	9	1.927	9	TRUE
TTC40	ENST00000368586	Q8IYW2	0.290311682	8	133.65	0.545393527	7	0.688	3	FALSE
DNAJC28	ENST00000402202	Q9NX36	0.290310673	8	14.868	2.105454445	3	1.389	7	FALSE
RRBP1	ENST00000377813	Q9P2E9	0.29030111	8	69.826	1.604691744	4	0.55	2	FALSE
TOR1AIP1	ENST00000606911	Q5JTV8	0.290295044	8	30.736	0.500215411	8	0.907	4	FALSE
ABHD11	ENST00000222800	Q8NFV4	0.290280258	8	12.58	1.477977753	5	0.941	4	FALSE
ANKRD45	ENST00000333279	Q5TZF3	0.290264886	8	12.758	0.616210103	7	1.03	5	FALSE
C5orf46	ENST00000318315	Q6UWT4	0.290238477	8	4.0852	0.750969648	7	1.472	7	TRUE
SLC10A6	ENST00000273905	Q3KNW5	0.29022777	8	13.293	1.473675251	5	1.546	8	FALSE
NLRP9	ENST00000332836	Q7RTR0	0.290224377	8	37.191	0.014001435	9	1.309	6	FALSE
IGSF23	ENST00000402988	A1L1A6	0.290207141	8	7.2773	-0.146534085	9	1.253	6	TRUE
CD14	ENST00000302014	P08571	0.290198384	8	8.0619	0.569705009	7	1.592	8	TRUE
GHR	ENST00000537449	P10912	0.290166811	8	17.589	1.737754464	4	0.598	2	FALSE
ZDHHC4	ENST00000396706	Q9NPG8	0.29016301	8	13.483	1.150339365	6	1.526	7	FALSE
BAALC	ENST00000309982	Q8WXS3	0.290134034	8	5.7013	0.420807213	8	1.549	8	TRUE
GAP43	ENST00000305124	P17677	0.290133948	8	7.4471	3.452265739	0	0.637	3	TRUE
ROM1	ENST00000278833	Q03395	0.290102875	8	11.965	1.121852398	6	1.099	5	FALSE
ATF6	ENST00000367942	P18850	0.290096227	8	36.552	NA	NA	0.698	3	FALSE
GPR132	ENST00000539291	Q9UNW8	0.290077094	8	4.7253	0.247744143	8	1.558	8	TRUE
VWA5A	ENST00000456829	O00534	0.290060681	8	36.355	0.877776325	7	1.463	7	FALSE
ANKRD37	ENST00000335174	Q7Z713	0.289927449	8	8.7749	1.399258971	5	1.344	7	TRUE
C10orf128	ENST00000474718	Q5T292	0.289918578	8	6.2707	0.157881096	8	1.435	7	TRUE
ALLC	ENST00000252505	Q8N6M5	0.289880712	8	21.958	1.614995122	4	1.483	7	FALSE
ARRDC5	ENST00000381781	A6NEK1	0.289856755	8	6.1777	0.557284534	7	1.454	7	TRUE
WFDC12	ENST00000372785	Q8WWY7	0.289843123	8	3.0633	-0.106539346	9	1.72	8	TRUE
OR6F1	ENST00000302084	Q8NGZ6	0.289834882	8	2.7873	-0.306294054	9	1.925	9	TRUE
ELP5	ENST00000396628	Q8TE02	0.289828788	8	15.486	0.740267754	7	1.698	8	FALSE
C3orf62	ENST00000343010	Q6ZUJ4	0.289813423	8	9.5971	0.169875145	8	1.365	7	TRUE
ZNF85	ENST00000328178	Q03923	0.28979444	8	5.0538	-0.4515495	9	1.873	9	TRUE
KIAA1328	ENST00000280020	Q86T90	0.289780032	8	26.232	0.786563575	7	0.926	4	FALSE
TJP3	ENST00000541714	O95049	0.289749178	8	46.787	2.165026903	3	1.04	5	FALSE
CCDC34	ENST00000328697	Q96HJ3	0.289712629	8	17.794	1.351836681	5	1.023	5	FALSE
MAMDC4	ENST00000445819	Q6UXC1	0.289681642	8	71.463	0.375476986	8	1.302	6	FALSE
RGSL1	ENST00000294854	A5PLK6	0.28968035	8	50.448	0.975880802	6	0.715	3	FALSE
KANK3	ENST00000593649	Q6NY19	0.289657315	8	21.557	1.497138143	5	1.015	5	FALSE
SURF6	ENST00000372022	O75683	0.289632885	8	17.288	0.269580185	8	1.125	6	FALSE
GAB3	ENST00000369575	Q8WWW8	0.289621984	8	18.448	0.956885099	6	0.341	1	FALSE
PDE4DIP	ENST00000369354	Q5VU43	0.289621573	8	111.65	1.946086049	3	0.824	4	FALSE
THUMPD2	ENST00000505747	Q9BTF0	0.289621366	8	20.467	1.082419157	6	1.187	6	FALSE
RRP36	ENST00000244496	Q96EU6	0.289615485	8	17.085	1.348988175	5	1.622	8	FALSE
NFE2L2	ENST00000397062	Q16236	0.28959891	8	21.774	2.687978983	1	0.663	3	FALSE
NDUFB4	ENST00000184266	O95168	0.289562378	8	6.31	1.377348542	5	1.428	7	TRUE
